,Dataset,Classifier,Oversampling method,Metric,Std CV score
34,breast_tissue,GradientBoostingClassifier,KMeansSMOTE3,roc auc score,0.06126764485952952
35,breast_tissue,GradientBoostingClassifier,KMeansSMOTE3,specificity score,0.08511470514282517
36,breast_tissue,GradientBoostingClassifier,KMeansSMOTE4,f1 score,0.04636315448234005
37,breast_tissue,GradientBoostingClassifier,KMeansSMOTE4,geometric mean score,0.04458522986085078
38,breast_tissue,GradientBoostingClassifier,KMeansSMOTE4,precision score,0.05831957283143603
39,breast_tissue,GradientBoostingClassifier,KMeansSMOTE4,recall score,0.072666663550187
40,breast_tissue,GradientBoostingClassifier,KMeansSMOTE4,roc auc score,0.07307122883711634
41,breast_tissue,GradientBoostingClassifier,KMeansSMOTE4,specificity score,0.09114610890610898
42,breast_tissue,GradientBoostingClassifier,KMeansSMOTE5,f1 score,0.03217899673157612
43,breast_tissue,GradientBoostingClassifier,KMeansSMOTE5,geometric mean score,0.03371314806286755
44,breast_tissue,GradientBoostingClassifier,KMeansSMOTE5,precision score,0.06263428826572986
45,breast_tissue,GradientBoostingClassifier,KMeansSMOTE5,recall score,0.07884636067694263
46,breast_tissue,GradientBoostingClassifier,KMeansSMOTE5,roc auc score,0.07754309764959078
47,breast_tissue,GradientBoostingClassifier,KMeansSMOTE5,specificity score,0.0981656168940635
48,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,f1 score,0.03217899673157612
49,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,geometric mean score,0.03371314806286755
50,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,precision score,0.06263428826572986
51,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,recall score,0.07884636067694263
52,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,roc auc score,0.07754309764959078
53,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,specificity score,0.0981656168940635
54,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,f1 score,0.03217899673157612
55,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,geometric mean score,0.03371314806286755
56,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,precision score,0.06263428826572986
57,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,recall score,0.07884636067694263
58,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,roc auc score,0.07754309764959078
59,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,specificity score,0.0981656168940635
60,breast_tissue,GradientBoostingClassifier,KMeansSMOTE8,f1 score,0.03217899673157612
61,breast_tissue,GradientBoostingClassifier,KMeansSMOTE8,geometric mean score,0.03371314806286755
62,breast_tissue,GradientBoostingClassifier,KMeansSMOTE8,precision score,0.06263428826572986
63,breast_tissue,GradientBoostingClassifier,KMeansSMOTE8,recall score,0.07884636067694263
64,breast_tissue,GradientBoostingClassifier,KMeansSMOTE8,roc auc score,0.07754309764959078
65,breast_tissue,GradientBoostingClassifier,KMeansSMOTE8,specificity score,0.0981656168940635
66,breast_tissue,GradientBoostingClassifier,KMeansSMOTE9,f1 score,0.03217899673157612
67,breast_tissue,GradientBoostingClassifier,KMeansSMOTE9,geometric mean score,0.03371314806286755
68,breast_tissue,GradientBoostingClassifier,KMeansSMOTE9,precision score,0.06263428826572986
69,breast_tissue,GradientBoostingClassifier,KMeansSMOTE9,recall score,0.07884636067694263
70,breast_tissue,GradientBoostingClassifier,KMeansSMOTE9,roc auc score,0.07754309764959078
71,breast_tissue,GradientBoostingClassifier,KMeansSMOTE9,specificity score,0.0981656168940635
72,breast_tissue,GradientBoostingClassifier,SMOTE,f1 score,0.03217899673157612
73,breast_tissue,GradientBoostingClassifier,SMOTE,geometric mean score,0.03371314806286755
74,breast_tissue,GradientBoostingClassifier,SMOTE,precision score,0.06263428826572986
75,breast_tissue,GradientBoostingClassifier,SMOTE,recall score,0.07884636067694263
76,breast_tissue,GradientBoostingClassifier,SMOTE,roc auc score,0.07754309764959078
77,breast_tissue,GradientBoostingClassifier,SMOTE,specificity score,0.0981656168940635
78,breast_tissue,LogisticRegression,KMeansSMOTE,f1 score,0.035694768572326535
79,breast_tissue,LogisticRegression,KMeansSMOTE,geometric mean score,0.017447562447097907
80,breast_tissue,LogisticRegression,KMeansSMOTE,precision score,0.04152843212316253
81,breast_tissue,LogisticRegression,KMeansSMOTE,recall score,0.04711453811706852
82,breast_tissue,LogisticRegression,KMeansSMOTE,roc auc score,0.03829486527375832
83,breast_tissue,LogisticRegression,KMeansSMOTE,specificity score,0.0785674201318386
84,breast_tissue,LogisticRegression,KMeansSMOTE10,f1 score,0.035694768572326535
85,breast_tissue,LogisticRegression,KMeansSMOTE10,geometric mean score,0.017447562447097907
86,breast_tissue,LogisticRegression,KMeansSMOTE10,precision score,0.04152843212316253
87,breast_tissue,LogisticRegression,KMeansSMOTE10,recall score,0.04711453811706852
88,breast_tissue,LogisticRegression,KMeansSMOTE10,roc auc score,0.03829486527375832
89,breast_tissue,LogisticRegression,KMeansSMOTE10,specificity score,0.0785674201318386
90,breast_tissue,LogisticRegression,KMeansSMOTE11,f1 score,0.035694768572326535
91,breast_tissue,LogisticRegression,KMeansSMOTE11,geometric mean score,0.017447562447097907
92,breast_tissue,LogisticRegression,KMeansSMOTE11,precision score,0.04152843212316253
93,breast_tissue,LogisticRegression,KMeansSMOTE11,recall score,0.04711453811706852
94,breast_tissue,LogisticRegression,KMeansSMOTE11,roc auc score,0.03829486527375832
95,breast_tissue,LogisticRegression,KMeansSMOTE11,specificity score,0.0785674201318386
96,breast_tissue,LogisticRegression,KMeansSMOTE12,f1 score,0.035694768572326535
97,breast_tissue,LogisticRegression,KMeansSMOTE12,geometric mean score,0.017447562447097907
98,breast_tissue,LogisticRegression,KMeansSMOTE12,precision score,0.04152843212316253
99,breast_tissue,LogisticRegression,KMeansSMOTE12,recall score,0.04711453811706852
100,breast_tissue,LogisticRegression,KMeansSMOTE12,roc auc score,0.03829486527375832
101,breast_tissue,LogisticRegression,KMeansSMOTE12,specificity score,0.0785674201318386
102,breast_tissue,LogisticRegression,KMeansSMOTE2,f1 score,0.027271474533297604
103,breast_tissue,LogisticRegression,KMeansSMOTE2,geometric mean score,0.020756377125301703
104,breast_tissue,LogisticRegression,KMeansSMOTE2,precision score,0.044865542438282134
105,breast_tissue,LogisticRegression,KMeansSMOTE2,recall score,0.05279913864139703
106,breast_tissue,LogisticRegression,KMeansSMOTE2,roc auc score,0.03708287840566093
107,breast_tissue,LogisticRegression,KMeansSMOTE2,specificity score,0.07148244098377327
108,breast_tissue,LogisticRegression,KMeansSMOTE3,f1 score,0.026387652879492275
109,breast_tissue,LogisticRegression,KMeansSMOTE3,geometric mean score,0.020926468794123763
110,breast_tissue,LogisticRegression,KMeansSMOTE3,precision score,0.03673643739113208
111,breast_tissue,LogisticRegression,KMeansSMOTE3,recall score,0.0424088351533602
112,breast_tissue,LogisticRegression,KMeansSMOTE3,roc auc score,0.02240234418273213
113,breast_tissue,LogisticRegression,KMeansSMOTE3,specificity score,0.07320087176315693
114,breast_tissue,LogisticRegression,KMeansSMOTE4,f1 score,0.029543533129186533
115,breast_tissue,LogisticRegression,KMeansSMOTE4,geometric mean score,0.025671220798735364
116,breast_tissue,LogisticRegression,KMeansSMOTE4,precision score,0.04336974385000607
117,breast_tissue,LogisticRegression,KMeansSMOTE4,recall score,0.04680491878824966
118,breast_tissue,LogisticRegression,KMeansSMOTE4,roc auc score,0.02404857058370112
119,breast_tissue,LogisticRegression,KMeansSMOTE4,specificity score,0.07746852097537735
120,breast_tissue,LogisticRegression,KMeansSMOTE5,f1 score,0.035694768572326535
121,breast_tissue,LogisticRegression,KMeansSMOTE5,geometric mean score,0.017447562447097907
122,breast_tissue,LogisticRegression,KMeansSMOTE5,precision score,0.04152843212316253
123,breast_tissue,LogisticRegression,KMeansSMOTE5,recall score,0.04711453811706852
124,breast_tissue,LogisticRegression,KMeansSMOTE5,roc auc score,0.03829486527375832
125,breast_tissue,LogisticRegression,KMeansSMOTE5,specificity score,0.0785674201318386
126,breast_tissue,LogisticRegression,KMeansSMOTE6,f1 score,0.035694768572326535
127,breast_tissue,LogisticRegression,KMeansSMOTE6,geometric mean score,0.017447562447097907
128,breast_tissue,LogisticRegression,KMeansSMOTE6,precision score,0.04152843212316253
129,breast_tissue,LogisticRegression,KMeansSMOTE6,recall score,0.04711453811706852
130,breast_tissue,LogisticRegression,KMeansSMOTE6,roc auc score,0.03829486527375832
131,breast_tissue,LogisticRegression,KMeansSMOTE6,specificity score,0.0785674201318386
132,breast_tissue,LogisticRegression,KMeansSMOTE7,f1 score,0.035694768572326535
133,breast_tissue,LogisticRegression,KMeansSMOTE7,geometric mean score,0.017447562447097907
134,breast_tissue,LogisticRegression,KMeansSMOTE7,precision score,0.04152843212316253
135,breast_tissue,LogisticRegression,KMeansSMOTE7,recall score,0.04711453811706852
136,breast_tissue,LogisticRegression,KMeansSMOTE7,roc auc score,0.03829486527375832
137,breast_tissue,LogisticRegression,KMeansSMOTE7,specificity score,0.0785674201318386
138,breast_tissue,LogisticRegression,KMeansSMOTE8,f1 score,0.035694768572326535
139,breast_tissue,LogisticRegression,KMeansSMOTE8,geometric mean score,0.017447562447097907
140,breast_tissue,LogisticRegression,KMeansSMOTE8,precision score,0.04152843212316253
141,breast_tissue,LogisticRegression,KMeansSMOTE8,recall score,0.04711453811706852
142,breast_tissue,LogisticRegression,KMeansSMOTE8,roc auc score,0.03829486527375832
143,breast_tissue,LogisticRegression,KMeansSMOTE8,specificity score,0.0785674201318386
144,breast_tissue,LogisticRegression,KMeansSMOTE9,f1 score,0.035694768572326535
145,breast_tissue,LogisticRegression,KMeansSMOTE9,geometric mean score,0.017447562447097907
146,breast_tissue,LogisticRegression,KMeansSMOTE9,precision score,0.04152843212316253
147,breast_tissue,LogisticRegression,KMeansSMOTE9,recall score,0.04711453811706852
148,breast_tissue,LogisticRegression,KMeansSMOTE9,roc auc score,0.03829486527375832
149,breast_tissue,LogisticRegression,KMeansSMOTE9,specificity score,0.0785674201318386
150,breast_tissue,LogisticRegression,SMOTE,f1 score,0.035694768572326535
151,breast_tissue,LogisticRegression,SMOTE,geometric mean score,0.017447562447097907
152,breast_tissue,LogisticRegression,SMOTE,precision score,0.04152843212316253
153,breast_tissue,LogisticRegression,SMOTE,recall score,0.04711453811706852
154,breast_tissue,LogisticRegression,SMOTE,roc auc score,0.03829486527375832
155,breast_tissue,LogisticRegression,SMOTE,specificity score,0.0785674201318386
156,breast_tissue,RandomForestClassifier,KMeansSMOTE,f1 score,0.02519474391935566
157,breast_tissue,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.028334098729037492
158,breast_tissue,RandomForestClassifier,KMeansSMOTE,precision score,0.05170243930653983
159,breast_tissue,RandomForestClassifier,KMeansSMOTE,recall score,0.0660657373000984
160,breast_tissue,RandomForestClassifier,KMeansSMOTE,roc auc score,0.07065119937158502
161,breast_tissue,RandomForestClassifier,KMeansSMOTE,specificity score,0.0811968935866435
162,breast_tissue,RandomForestClassifier,KMeansSMOTE10,f1 score,0.02519474391935566
163,breast_tissue,RandomForestClassifier,KMeansSMOTE10,geometric mean score,0.028334098729037492
164,breast_tissue,RandomForestClassifier,KMeansSMOTE10,precision score,0.05170243930653983
165,breast_tissue,RandomForestClassifier,KMeansSMOTE10,recall score,0.0660657373000984
166,breast_tissue,RandomForestClassifier,KMeansSMOTE10,roc auc score,0.07065119937158502
167,breast_tissue,RandomForestClassifier,KMeansSMOTE10,specificity score,0.0811968935866435
168,breast_tissue,RandomForestClassifier,KMeansSMOTE11,f1 score,0.02519474391935566
169,breast_tissue,RandomForestClassifier,KMeansSMOTE11,geometric mean score,0.028334098729037492
170,breast_tissue,RandomForestClassifier,KMeansSMOTE11,precision score,0.05170243930653983
171,breast_tissue,RandomForestClassifier,KMeansSMOTE11,recall score,0.0660657373000984
172,breast_tissue,RandomForestClassifier,KMeansSMOTE11,roc auc score,0.07065119937158502
173,breast_tissue,RandomForestClassifier,KMeansSMOTE11,specificity score,0.0811968935866435
174,breast_tissue,RandomForestClassifier,KMeansSMOTE12,f1 score,0.02519474391935566
175,breast_tissue,RandomForestClassifier,KMeansSMOTE12,geometric mean score,0.028334098729037492
176,breast_tissue,RandomForestClassifier,KMeansSMOTE12,precision score,0.05170243930653983
177,breast_tissue,RandomForestClassifier,KMeansSMOTE12,recall score,0.0660657373000984
178,breast_tissue,RandomForestClassifier,KMeansSMOTE12,roc auc score,0.07065119937158502
179,breast_tissue,RandomForestClassifier,KMeansSMOTE12,specificity score,0.0811968935866435
180,breast_tissue,RandomForestClassifier,KMeansSMOTE2,f1 score,0.04203870174768896
181,breast_tissue,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.026322465624840988
182,breast_tissue,RandomForestClassifier,KMeansSMOTE2,precision score,0.0477179846629544
183,breast_tissue,RandomForestClassifier,KMeansSMOTE2,recall score,0.05765036290600957
184,breast_tissue,RandomForestClassifier,KMeansSMOTE2,roc auc score,0.0517908289622792
185,breast_tissue,RandomForestClassifier,KMeansSMOTE2,specificity score,0.08119689358664356
186,breast_tissue,RandomForestClassifier,KMeansSMOTE3,f1 score,0.055952918581498805
187,breast_tissue,RandomForestClassifier,KMeansSMOTE3,geometric mean score,0.028338311866944844
188,breast_tissue,RandomForestClassifier,KMeansSMOTE3,precision score,0.045516097685220316
189,breast_tissue,RandomForestClassifier,KMeansSMOTE3,recall score,0.05720598141231192
190,breast_tissue,RandomForestClassifier,KMeansSMOTE3,roc auc score,0.08481026831612183
191,breast_tissue,RandomForestClassifier,KMeansSMOTE3,specificity score,0.06860605019571377
192,breast_tissue,RandomForestClassifier,KMeansSMOTE4,f1 score,0.05011535646446543
193,breast_tissue,RandomForestClassifier,KMeansSMOTE4,geometric mean score,0.032556924304104194
194,breast_tissue,RandomForestClassifier,KMeansSMOTE4,precision score,0.038633805146610266
195,breast_tissue,RandomForestClassifier,KMeansSMOTE4,recall score,0.047127799168010305
196,breast_tissue,RandomForestClassifier,KMeansSMOTE4,roc auc score,0.06291011310618293
197,breast_tissue,RandomForestClassifier,KMeansSMOTE4,specificity score,0.07640992976213982
198,breast_tissue,RandomForestClassifier,KMeansSMOTE5,f1 score,0.02519474391935566
199,breast_tissue,RandomForestClassifier,KMeansSMOTE5,geometric mean score,0.028334098729037492
200,breast_tissue,RandomForestClassifier,KMeansSMOTE5,precision score,0.05170243930653983
201,breast_tissue,RandomForestClassifier,KMeansSMOTE5,recall score,0.0660657373000984
202,breast_tissue,RandomForestClassifier,KMeansSMOTE5,roc auc score,0.07065119937158502
203,breast_tissue,RandomForestClassifier,KMeansSMOTE5,specificity score,0.0811968935866435
204,breast_tissue,RandomForestClassifier,KMeansSMOTE6,f1 score,0.02519474391935566
205,breast_tissue,RandomForestClassifier,KMeansSMOTE6,geometric mean score,0.028334098729037492
206,breast_tissue,RandomForestClassifier,KMeansSMOTE6,precision score,0.05170243930653983
207,breast_tissue,RandomForestClassifier,KMeansSMOTE6,recall score,0.0660657373000984
208,breast_tissue,RandomForestClassifier,KMeansSMOTE6,roc auc score,0.07065119937158502
209,breast_tissue,RandomForestClassifier,KMeansSMOTE6,specificity score,0.0811968935866435
210,breast_tissue,RandomForestClassifier,KMeansSMOTE7,f1 score,0.02519474391935566
211,breast_tissue,RandomForestClassifier,KMeansSMOTE7,geometric mean score,0.028334098729037492
212,breast_tissue,RandomForestClassifier,KMeansSMOTE7,precision score,0.05170243930653983
213,breast_tissue,RandomForestClassifier,KMeansSMOTE7,recall score,0.0660657373000984
214,breast_tissue,RandomForestClassifier,KMeansSMOTE7,roc auc score,0.07065119937158502
215,breast_tissue,RandomForestClassifier,KMeansSMOTE7,specificity score,0.0811968935866435
216,breast_tissue,RandomForestClassifier,KMeansSMOTE8,f1 score,0.02519474391935566
217,breast_tissue,RandomForestClassifier,KMeansSMOTE8,geometric mean score,0.028334098729037492
218,breast_tissue,RandomForestClassifier,KMeansSMOTE8,precision score,0.05170243930653983
219,breast_tissue,RandomForestClassifier,KMeansSMOTE8,recall score,0.0660657373000984
220,breast_tissue,RandomForestClassifier,KMeansSMOTE8,roc auc score,0.07065119937158502
221,breast_tissue,RandomForestClassifier,KMeansSMOTE8,specificity score,0.0811968935866435
222,breast_tissue,RandomForestClassifier,KMeansSMOTE9,f1 score,0.02519474391935566
223,breast_tissue,RandomForestClassifier,KMeansSMOTE9,geometric mean score,0.028334098729037492
224,breast_tissue,RandomForestClassifier,KMeansSMOTE9,precision score,0.05170243930653983
225,breast_tissue,RandomForestClassifier,KMeansSMOTE9,recall score,0.0660657373000984
226,breast_tissue,RandomForestClassifier,KMeansSMOTE9,roc auc score,0.07065119937158502
227,breast_tissue,RandomForestClassifier,KMeansSMOTE9,specificity score,0.0811968935866435
228,breast_tissue,RandomForestClassifier,SMOTE,f1 score,0.02519474391935566
229,breast_tissue,RandomForestClassifier,SMOTE,geometric mean score,0.028334098729037492
230,breast_tissue,RandomForestClassifier,SMOTE,precision score,0.05170243930653983
231,breast_tissue,RandomForestClassifier,SMOTE,recall score,0.0660657373000984
232,breast_tissue,RandomForestClassifier,SMOTE,roc auc score,0.07065119937158502
233,breast_tissue,RandomForestClassifier,SMOTE,specificity score,0.0811968935866435
234,ecoli,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.008018382842859101
235,ecoli,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.008166002721148535
236,ecoli,GradientBoostingClassifier,KMeansSMOTE,precision score,0.013982405891293442
237,ecoli,GradientBoostingClassifier,KMeansSMOTE,recall score,0.02368772329116168
238,ecoli,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.03484344366659842
239,ecoli,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.022041894397709084
240,ecoli,GradientBoostingClassifier,KMeansSMOTE10,f1 score,0.009137069053905277
241,ecoli,GradientBoostingClassifier,KMeansSMOTE10,geometric mean score,0.00823982085764429
242,ecoli,GradientBoostingClassifier,KMeansSMOTE10,precision score,0.020620285834135013
243,ecoli,GradientBoostingClassifier,KMeansSMOTE10,recall score,0.01809170291631956
244,ecoli,GradientBoostingClassifier,KMeansSMOTE10,roc auc score,0.03635460679533458
245,ecoli,GradientBoostingClassifier,KMeansSMOTE10,specificity score,0.041196542313944505
246,ecoli,GradientBoostingClassifier,KMeansSMOTE11,f1 score,0.009137069053905277
247,ecoli,GradientBoostingClassifier,KMeansSMOTE11,geometric mean score,0.00823982085764429
248,ecoli,GradientBoostingClassifier,KMeansSMOTE11,precision score,0.020620285834135013
249,ecoli,GradientBoostingClassifier,KMeansSMOTE11,recall score,0.01809170291631956
250,ecoli,GradientBoostingClassifier,KMeansSMOTE11,roc auc score,0.03635460679533458
251,ecoli,GradientBoostingClassifier,KMeansSMOTE11,specificity score,0.041196542313944505
252,ecoli,GradientBoostingClassifier,KMeansSMOTE12,f1 score,0.009137069053905277
253,ecoli,GradientBoostingClassifier,KMeansSMOTE12,geometric mean score,0.00823982085764429
254,ecoli,GradientBoostingClassifier,KMeansSMOTE12,precision score,0.020620285834135013
255,ecoli,GradientBoostingClassifier,KMeansSMOTE12,recall score,0.01809170291631956
256,ecoli,GradientBoostingClassifier,KMeansSMOTE12,roc auc score,0.03635460679533458
257,ecoli,GradientBoostingClassifier,KMeansSMOTE12,specificity score,0.041196542313944505
258,ecoli,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.005353970601487628
259,ecoli,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.006101152502510778
260,ecoli,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.02540698452337979
261,ecoli,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.029113239267360435
262,ecoli,GradientBoostingClassifier,KMeansSMOTE2,roc auc score,0.025003531620580503
263,ecoli,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.044294587661714444
264,ecoli,GradientBoostingClassifier,KMeansSMOTE3,f1 score,0.005183337131912289
265,ecoli,GradientBoostingClassifier,KMeansSMOTE3,geometric mean score,0.008018434731227353
266,ecoli,GradientBoostingClassifier,KMeansSMOTE3,precision score,0.02817983546770048
267,ecoli,GradientBoostingClassifier,KMeansSMOTE3,recall score,0.03098871029064082
268,ecoli,GradientBoostingClassifier,KMeansSMOTE3,roc auc score,0.024272167293201342
269,ecoli,GradientBoostingClassifier,KMeansSMOTE3,specificity score,0.0483030824442568
270,ecoli,GradientBoostingClassifier,KMeansSMOTE4,f1 score,0.006461403439180372
271,ecoli,GradientBoostingClassifier,KMeansSMOTE4,geometric mean score,0.006379202483760493
272,ecoli,GradientBoostingClassifier,KMeansSMOTE4,precision score,0.027255300736831658
273,ecoli,GradientBoostingClassifier,KMeansSMOTE4,recall score,0.029294359263521176
274,ecoli,GradientBoostingClassifier,KMeansSMOTE4,roc auc score,0.02897991618602136
275,ecoli,GradientBoostingClassifier,KMeansSMOTE4,specificity score,0.04751434253793332
276,ecoli,GradientBoostingClassifier,KMeansSMOTE5,f1 score,0.006370707594203008
277,ecoli,GradientBoostingClassifier,KMeansSMOTE5,geometric mean score,0.007574545949080662
278,ecoli,GradientBoostingClassifier,KMeansSMOTE5,precision score,0.029677735926796067
279,ecoli,GradientBoostingClassifier,KMeansSMOTE5,recall score,0.03507144299628169
280,ecoli,GradientBoostingClassifier,KMeansSMOTE5,roc auc score,0.030467789007966622
281,ecoli,GradientBoostingClassifier,KMeansSMOTE5,specificity score,0.0503739845703718
282,ecoli,GradientBoostingClassifier,KMeansSMOTE6,f1 score,0.004633680664903523
283,ecoli,GradientBoostingClassifier,KMeansSMOTE6,geometric mean score,0.006662567147763889
284,ecoli,GradientBoostingClassifier,KMeansSMOTE6,precision score,0.022579420408684152
285,ecoli,GradientBoostingClassifier,KMeansSMOTE6,recall score,0.02705037811326375
286,ecoli,GradientBoostingClassifier,KMeansSMOTE6,roc auc score,0.022133627798627667
287,ecoli,GradientBoostingClassifier,KMeansSMOTE6,specificity score,0.038159372920465985
288,ecoli,GradientBoostingClassifier,KMeansSMOTE7,f1 score,0.003328992367940587
289,ecoli,GradientBoostingClassifier,KMeansSMOTE7,geometric mean score,0.00822595176659441
290,ecoli,GradientBoostingClassifier,KMeansSMOTE7,precision score,0.02148791220401463
291,ecoli,GradientBoostingClassifier,KMeansSMOTE7,recall score,0.020009513068604934
292,ecoli,GradientBoostingClassifier,KMeansSMOTE7,roc auc score,0.014353796961507993
293,ecoli,GradientBoostingClassifier,KMeansSMOTE7,specificity score,0.03865422869432973
294,ecoli,GradientBoostingClassifier,KMeansSMOTE8,f1 score,0.005770998595841216
295,ecoli,GradientBoostingClassifier,KMeansSMOTE8,geometric mean score,0.00786143776431868
296,ecoli,GradientBoostingClassifier,KMeansSMOTE8,precision score,0.018050240407514604
297,ecoli,GradientBoostingClassifier,KMeansSMOTE8,recall score,0.022451155430107006
298,ecoli,GradientBoostingClassifier,KMeansSMOTE8,roc auc score,0.022695891914619768
299,ecoli,GradientBoostingClassifier,KMeansSMOTE8,specificity score,0.030134918604406494
300,ecoli,GradientBoostingClassifier,KMeansSMOTE9,f1 score,0.009137069053905277
301,ecoli,GradientBoostingClassifier,KMeansSMOTE9,geometric mean score,0.00823982085764429
302,ecoli,GradientBoostingClassifier,KMeansSMOTE9,precision score,0.020620285834135013
303,ecoli,GradientBoostingClassifier,KMeansSMOTE9,recall score,0.01809170291631956
304,ecoli,GradientBoostingClassifier,KMeansSMOTE9,roc auc score,0.03635460679533458
305,ecoli,GradientBoostingClassifier,KMeansSMOTE9,specificity score,0.041196542313944505
306,ecoli,GradientBoostingClassifier,SMOTE,f1 score,0.008018382842859101
307,ecoli,GradientBoostingClassifier,SMOTE,geometric mean score,0.008166002721148535
308,ecoli,GradientBoostingClassifier,SMOTE,precision score,0.013982405891293442
309,ecoli,GradientBoostingClassifier,SMOTE,recall score,0.02368772329116168
310,ecoli,GradientBoostingClassifier,SMOTE,roc auc score,0.03484344366659842
311,ecoli,GradientBoostingClassifier,SMOTE,specificity score,0.022041894397709084
312,ecoli,LogisticRegression,KMeansSMOTE,f1 score,0.002387343409930245
313,ecoli,LogisticRegression,KMeansSMOTE,geometric mean score,0.0032466998762990555
314,ecoli,LogisticRegression,KMeansSMOTE,precision score,0.006732839814262326
315,ecoli,LogisticRegression,KMeansSMOTE,recall score,0.008507045551993001
316,ecoli,LogisticRegression,KMeansSMOTE,roc auc score,0.007829596632702667
317,ecoli,LogisticRegression,KMeansSMOTE,specificity score,0.012972672725263106
318,ecoli,LogisticRegression,KMeansSMOTE10,f1 score,0.008500849698505147
