,Dataset,Classifier,Oversampling method,Metric,Mean CV score
0,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,average precision score,0.6755017678256844
1,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.6766666666666663
2,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.7426718304367411
3,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,precision score,0.8232065217391303
4,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,recall score,0.7383666277130528
5,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.6645002364957954
6,breast_tissue,GradientBoostingClassifier,KMeansSMOTE2,average precision score,0.6753125460281032
7,breast_tissue,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.6736111111111108
8,breast_tissue,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.7392112052582714
9,breast_tissue,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.8226992753623185
10,breast_tissue,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.7370891120304536
11,breast_tissue,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.6625438869282402
12,breast_tissue,GradientBoostingClassifier,RandomOverSampler,average precision score,0.6749128770982488
13,breast_tissue,GradientBoostingClassifier,RandomOverSampler,f1 score,0.6758333333333328
14,breast_tissue,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.7520638052615624
15,breast_tissue,GradientBoostingClassifier,RandomOverSampler,precision score,0.8226147342995166
16,breast_tissue,GradientBoostingClassifier,RandomOverSampler,recall score,0.7389214837930078
17,breast_tissue,GradientBoostingClassifier,RandomOverSampler,specificity score,0.6651776068245515
18,breast_tissue,GradientBoostingClassifier,SMOTE,average precision score,0.6666761194601754
19,breast_tissue,GradientBoostingClassifier,SMOTE,f1 score,0.7216666666666667
20,breast_tissue,GradientBoostingClassifier,SMOTE,geometric mean score,0.7532004360431543
21,breast_tissue,GradientBoostingClassifier,SMOTE,precision score,0.8034420289855069
22,breast_tissue,GradientBoostingClassifier,SMOTE,recall score,0.7547112177981695
23,breast_tissue,GradientBoostingClassifier,SMOTE,specificity score,0.6828256034725929
24,breast_tissue,GradientBoostingClassifier,SMOTE2,average precision score,0.6635598900869798
25,breast_tissue,GradientBoostingClassifier,SMOTE2,f1 score,0.7369444444444443
