,Dataset,Classifier,Oversampling method,Metric,Std CV score
0,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,average precision score,0.008690517335381119
1,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.012623708842593452
2,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.023250376938009264
3,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,precision score,0.015379735339006393
4,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,recall score,0.00018155204978019779
5,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.017513911089721328
6,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,average precision score,0.008690517335381119
7,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.012623708842593452
8,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.023250376938009264
9,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.015379735339006393
10,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.00018155204978019779
11,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.017513911089721328
12,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,average precision score,0.008690517335381119
13,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,f1 score,0.012623708842593452
14,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,geometric mean score,0.023250376938009264
15,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,precision score,0.015379735339006393
16,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,recall score,0.00018155204978019779
17,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,specificity score,0.017513911089721328
18,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE4,average precision score,0.008690517335381119
19,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE4,f1 score,0.012623708842593452
20,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE4,geometric mean score,0.023250376938009264
21,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE4,precision score,0.015379735339006393
22,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE4,recall score,0.00018155204978019779
23,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE4,specificity score,0.017513911089721328
24,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE5,average precision score,0.008690517335381119
25,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE5,f1 score,0.012623708842593452
26,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE5,geometric mean score,0.023250376938009264
27,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE5,precision score,0.015379735339006393
28,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE5,recall score,0.00018155204978019779
29,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE5,specificity score,0.017513911089721328
30,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,average precision score,0.007642604729521149
31,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,f1 score,0.007423711776473108
32,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.013847736535059475
33,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,precision score,0.012498647604688225
34,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,recall score,0.0002239028006586702
35,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,specificity score,0.019013880631934686
36,mnist-imb-1-7,GradientBoostingClassifier,SMOTE,average precision score,0.008690517335381119
37,mnist-imb-1-7,GradientBoostingClassifier,SMOTE,f1 score,0.012623708842593452
38,mnist-imb-1-7,GradientBoostingClassifier,SMOTE,geometric mean score,0.023250376938009264
39,mnist-imb-1-7,GradientBoostingClassifier,SMOTE,precision score,0.015379735339006393
40,mnist-imb-1-7,GradientBoostingClassifier,SMOTE,recall score,0.00018155204978019779
41,mnist-imb-1-7,GradientBoostingClassifier,SMOTE,specificity score,0.017513911089721328
42,mnist-imb-1-7,GradientBoostingClassifier,SMOTE2,average precision score,0.013653801745062867
43,mnist-imb-1-7,GradientBoostingClassifier,SMOTE2,f1 score,0.019189205655090188
44,mnist-imb-1-7,GradientBoostingClassifier,SMOTE2,geometric mean score,0.03482316032045021
45,mnist-imb-1-7,GradientBoostingClassifier,SMOTE2,precision score,0.02484919889357049
46,mnist-imb-1-7,GradientBoostingClassifier,SMOTE2,recall score,0.0003039824710415176
47,mnist-imb-1-7,GradientBoostingClassifier,SMOTE2,specificity score,0.0321092903600791
48,mnist-imb-1-7,LogisticRegression,KMeansSMOTE,average precision score,0.005725281493550334
49,mnist-imb-1-7,LogisticRegression,KMeansSMOTE,f1 score,0.007069410907529449
50,mnist-imb-1-7,LogisticRegression,KMeansSMOTE,geometric mean score,0.013581409044504897
51,mnist-imb-1-7,LogisticRegression,KMeansSMOTE,precision score,0.010756737714823151
52,mnist-imb-1-7,LogisticRegression,KMeansSMOTE,recall score,0.0002729357089644669
53,mnist-imb-1-7,LogisticRegression,KMeansSMOTE,specificity score,0.0219332461827213
54,mnist-imb-1-7,LogisticRegression,KMeansSMOTE2,average precision score,0.005725281493550334
55,mnist-imb-1-7,LogisticRegression,KMeansSMOTE2,f1 score,0.007069410907529449
56,mnist-imb-1-7,LogisticRegression,KMeansSMOTE2,geometric mean score,0.013581409044504897
57,mnist-imb-1-7,LogisticRegression,KMeansSMOTE2,precision score,0.010756737714823151
58,mnist-imb-1-7,LogisticRegression,KMeansSMOTE2,recall score,0.0002729357089644669
59,mnist-imb-1-7,LogisticRegression,KMeansSMOTE2,specificity score,0.0219332461827213
60,mnist-imb-1-7,LogisticRegression,KMeansSMOTE3,average precision score,0.005725281493550334
61,mnist-imb-1-7,LogisticRegression,KMeansSMOTE3,f1 score,0.007069410907529449
62,mnist-imb-1-7,LogisticRegression,KMeansSMOTE3,geometric mean score,0.013581409044504897
63,mnist-imb-1-7,LogisticRegression,KMeansSMOTE3,precision score,0.010756737714823151
64,mnist-imb-1-7,LogisticRegression,KMeansSMOTE3,recall score,0.0002729357089644669
65,mnist-imb-1-7,LogisticRegression,KMeansSMOTE3,specificity score,0.0219332461827213
66,mnist-imb-1-7,LogisticRegression,KMeansSMOTE4,average precision score,0.005725281493550334
67,mnist-imb-1-7,LogisticRegression,KMeansSMOTE4,f1 score,0.007069410907529449
68,mnist-imb-1-7,LogisticRegression,KMeansSMOTE4,geometric mean score,0.013581409044504897
69,mnist-imb-1-7,LogisticRegression,KMeansSMOTE4,precision score,0.010756737714823151
70,mnist-imb-1-7,LogisticRegression,KMeansSMOTE4,recall score,0.0002729357089644669
71,mnist-imb-1-7,LogisticRegression,KMeansSMOTE4,specificity score,0.0219332461827213
72,mnist-imb-1-7,LogisticRegression,KMeansSMOTE5,average precision score,0.005725281493550334
73,mnist-imb-1-7,LogisticRegression,KMeansSMOTE5,f1 score,0.007069410907529449
74,mnist-imb-1-7,LogisticRegression,KMeansSMOTE5,geometric mean score,0.013581409044504897
75,mnist-imb-1-7,LogisticRegression,KMeansSMOTE5,precision score,0.010756737714823151
76,mnist-imb-1-7,LogisticRegression,KMeansSMOTE5,recall score,0.0002729357089644669
77,mnist-imb-1-7,LogisticRegression,KMeansSMOTE5,specificity score,0.0219332461827213
78,mnist-imb-1-7,LogisticRegression,RandomOverSampler,average precision score,0.006219847680809335
79,mnist-imb-1-7,LogisticRegression,RandomOverSampler,f1 score,0.0046696237771087406
80,mnist-imb-1-7,LogisticRegression,RandomOverSampler,geometric mean score,0.009065471553673729
81,mnist-imb-1-7,LogisticRegression,RandomOverSampler,precision score,0.00958048698472301
82,mnist-imb-1-7,LogisticRegression,RandomOverSampler,recall score,0.00021622473738974458
83,mnist-imb-1-7,LogisticRegression,RandomOverSampler,specificity score,0.017196238789551066
84,mnist-imb-1-7,LogisticRegression,SMOTE,average precision score,0.005725281493550334
85,mnist-imb-1-7,LogisticRegression,SMOTE,f1 score,0.007069410907529449
86,mnist-imb-1-7,LogisticRegression,SMOTE,geometric mean score,0.013581409044504897
87,mnist-imb-1-7,LogisticRegression,SMOTE,precision score,0.010756737714823151
88,mnist-imb-1-7,LogisticRegression,SMOTE,recall score,0.0002729357089644669
89,mnist-imb-1-7,LogisticRegression,SMOTE,specificity score,0.0219332461827213
90,mnist-imb-1-7,LogisticRegression,SMOTE2,average precision score,0.00916741993192084
91,mnist-imb-1-7,LogisticRegression,SMOTE2,f1 score,0.013328019900093236
92,mnist-imb-1-7,LogisticRegression,SMOTE2,geometric mean score,0.025246248696994742
93,mnist-imb-1-7,LogisticRegression,SMOTE2,precision score,0.01850781568380697
94,mnist-imb-1-7,LogisticRegression,SMOTE2,recall score,0.00028735476156511774
95,mnist-imb-1-7,LogisticRegression,SMOTE2,specificity score,0.025641605752151513
96,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE,average precision score,0.01849675688127317
97,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE,f1 score,0.02184294109985876
98,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.03860372577995287
99,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE,precision score,0.024357405358153193
100,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE,recall score,0.00012337321889270133
101,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE,specificity score,0.014492037694606132
102,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE2,average precision score,0.01849675688127317
103,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE2,f1 score,0.02184294109985876
104,mnist-imb-1-7,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.03860372577995287
