,Dataset,Classifier,Oversampling method,Metric,Mean CV score
0,creditcard_scaled,LogisticRegression,KMeansSMOTE,f1 score,0.9631041613363088
1,creditcard_scaled,LogisticRegression,KMeansSMOTE,geometric mean score,0.8560951405240435
2,creditcard_scaled,LogisticRegression,KMeansSMOTE,roc auc score,0.7530703831716523
3,creditcard_scaled,LogisticRegression,None,f1 score,0.9746752478647991
4,creditcard_scaled,LogisticRegression,None,geometric mean score,0.72182524304169
5,creditcard_scaled,LogisticRegression,None,roc auc score,0.6506275442329212
6,creditcard_scaled,LogisticRegression,RandomOverSampler,f1 score,0.9766791826584426
7,creditcard_scaled,LogisticRegression,RandomOverSampler,geometric mean score,0.9407518334958865
8,creditcard_scaled,LogisticRegression,RandomOverSampler,roc auc score,0.12769474186173047
9,creditcard_scaled,LogisticRegression,SMOTE,f1 score,0.975560536317096
10,creditcard_scaled,LogisticRegression,SMOTE,geometric mean score,0.9409231759730279
11,creditcard_scaled,LogisticRegression,SMOTE,roc auc score,0.12289845060463282
12,creditcard_scaled,LogisticRegression,SMOTE2,f1 score,0.9689473920168105
13,creditcard_scaled,LogisticRegression,SMOTE2,geometric mean score,0.9266828520286721
14,creditcard_scaled,LogisticRegression,SMOTE2,roc auc score,0.3129982144646308
