,Dataset,Classifier,Oversampling method,Metric,Std CV score
0,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,average precision score,0.03305666746652994
1,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.04143316117449854
2,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.022288300260576616
3,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,precision score,0.012863492756671261
4,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,recall score,0.0002622588093287562
5,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.022656445048940772
6,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,average precision score,0.03305666746652994
7,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.04143316117449854
8,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.022288300260576616
9,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.012863492756671261
10,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.0002622588093287562
11,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.022656445048940772
12,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,average precision score,0.03305666746652994
13,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,f1 score,0.04143316117449854
14,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,geometric mean score,0.022288300260576616
15,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,precision score,0.012863492756671261
16,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,recall score,0.0002622588093287562
17,mnist-imb-1-7,GradientBoostingClassifier,KMeansSMOTE3,specificity score,0.022656445048940772
18,mnist-imb-1-7,GradientBoostingClassifier,None,average precision score,0.03305666746652994
19,mnist-imb-1-7,GradientBoostingClassifier,None,f1 score,0.04143316117449854
20,mnist-imb-1-7,GradientBoostingClassifier,None,geometric mean score,0.022288300260576616
21,mnist-imb-1-7,GradientBoostingClassifier,None,precision score,0.012863492756671261
22,mnist-imb-1-7,GradientBoostingClassifier,None,recall score,0.0002622588093287562
23,mnist-imb-1-7,GradientBoostingClassifier,None,specificity score,0.022656445048940772
24,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,average precision score,0.02276489461617346
25,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,f1 score,0.027563274353157443
26,mnist-imb-1-7,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.020811009696223886
