,Dataset,Classifier,Oversampling method,Metric,Mean CV score
31,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,geometric mean score,0.7474176281702907
32,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,precision score,0.7111111111111111
33,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,recall score,0.6781970568550987
34,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,roc auc score,0.8001811594202897
35,breast_tissue,GradientBoostingClassifier,KMeansSMOTE6,specificity score,0.8428542673107889
36,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,f1 score,0.6885430748588642
37,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,geometric mean score,0.7616608899306235
38,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,precision score,0.711111111111111
39,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,recall score,0.6923521377761678
40,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,roc auc score,0.8241545893719806
41,breast_tissue,GradientBoostingClassifier,KMeansSMOTE7,specificity score,0.8475744766505636
42,breast_tissue,GradientBoostingClassifier,SMOTE,f1 score,0.6712813455034816
43,breast_tissue,GradientBoostingClassifier,SMOTE,geometric mean score,0.7745947515963432
44,breast_tissue,GradientBoostingClassifier,SMOTE,precision score,0.7611111111111111
45,breast_tissue,GradientBoostingClassifier,SMOTE,recall score,0.7070588870958565
46,breast_tissue,GradientBoostingClassifier,SMOTE,roc auc score,0.7969806763285023
47,breast_tissue,GradientBoostingClassifier,SMOTE,specificity score,0.8548963365539451
48,breast_tissue,LogisticRegression,KMeansSMOTE,f1 score,0.6824929614016302
49,breast_tissue,LogisticRegression,KMeansSMOTE,geometric mean score,0.772374371798317
50,breast_tissue,LogisticRegression,KMeansSMOTE,precision score,0.7388888888888888
51,breast_tissue,LogisticRegression,KMeansSMOTE,recall score,0.7029192723254242
52,breast_tissue,LogisticRegression,KMeansSMOTE,roc auc score,0.8170289855072465
53,breast_tissue,LogisticRegression,KMeansSMOTE,specificity score,0.8906300322061191
54,breast_tissue,LogisticRegression,KMeansSMOTE2,f1 score,0.7044442104736224
55,breast_tissue,LogisticRegression,KMeansSMOTE2,geometric mean score,0.7707119976027147
56,breast_tissue,LogisticRegression,KMeansSMOTE2,precision score,0.7166666666666667
57,breast_tissue,LogisticRegression,KMeansSMOTE2,recall score,0.7039727882386553
58,breast_tissue,LogisticRegression,KMeansSMOTE2,roc auc score,0.8368357487922706
59,breast_tissue,LogisticRegression,KMeansSMOTE2,specificity score,0.8846165458937199
60,breast_tissue,LogisticRegression,KMeansSMOTE3,f1 score,0.687718806248218
61,breast_tissue,LogisticRegression,KMeansSMOTE3,geometric mean score,0.7871039909472093
62,breast_tissue,LogisticRegression,KMeansSMOTE3,precision score,0.7666666666666666
63,breast_tissue,LogisticRegression,KMeansSMOTE3,recall score,0.7200538939284566
64,breast_tissue,LogisticRegression,KMeansSMOTE3,roc auc score,0.8154589371980677
65,breast_tissue,LogisticRegression,KMeansSMOTE3,specificity score,0.8978764090177135
66,breast_tissue,LogisticRegression,KMeansSMOTE4,f1 score,0.702117512117512
67,breast_tissue,LogisticRegression,KMeansSMOTE4,geometric mean score,0.7739529868513233
68,breast_tissue,LogisticRegression,KMeansSMOTE4,precision score,0.725
69,breast_tissue,LogisticRegression,KMeansSMOTE4,recall score,0.7064628822599837
70,breast_tissue,LogisticRegression,KMeansSMOTE4,roc auc score,0.8368357487922706
71,breast_tissue,LogisticRegression,KMeansSMOTE4,specificity score,0.8935839371980677
72,breast_tissue,LogisticRegression,KMeansSMOTE5,f1 score,0.6791596280682968
73,breast_tissue,LogisticRegression,KMeansSMOTE5,geometric mean score,0.7701084655985312
74,breast_tissue,LogisticRegression,KMeansSMOTE5,precision score,0.736111111111111
75,breast_tissue,LogisticRegression,KMeansSMOTE5,recall score,0.6998889692951211
76,breast_tissue,LogisticRegression,KMeansSMOTE5,roc auc score,0.8155797101449276
77,breast_tissue,LogisticRegression,KMeansSMOTE5,specificity score,0.8907508051529792
78,breast_tissue,LogisticRegression,KMeansSMOTE6,f1 score,0.687718806248218
79,breast_tissue,LogisticRegression,KMeansSMOTE6,geometric mean score,0.7871039909472093
80,breast_tissue,LogisticRegression,KMeansSMOTE6,precision score,0.7666666666666666
81,breast_tissue,LogisticRegression,KMeansSMOTE6,recall score,0.7200538939284566
82,breast_tissue,LogisticRegression,KMeansSMOTE6,roc auc score,0.8154589371980677
83,breast_tissue,LogisticRegression,KMeansSMOTE6,specificity score,0.8977606682769727
84,breast_tissue,LogisticRegression,KMeansSMOTE7,f1 score,0.704480426980427
85,breast_tissue,LogisticRegression,KMeansSMOTE7,geometric mean score,0.7765518106774272
86,breast_tissue,LogisticRegression,KMeansSMOTE7,precision score,0.7277777777777779
87,breast_tissue,LogisticRegression,KMeansSMOTE7,recall score,0.7093072198869301
88,breast_tissue,LogisticRegression,KMeansSMOTE7,roc auc score,0.8382850241545894
89,breast_tissue,LogisticRegression,KMeansSMOTE7,specificity score,0.8937952898550725
90,breast_tissue,LogisticRegression,SMOTE,f1 score,0.6976000510211037
91,breast_tissue,LogisticRegression,SMOTE,geometric mean score,0.8030234251530551
92,breast_tissue,LogisticRegression,SMOTE,precision score,0.7999999999999999
93,breast_tissue,LogisticRegression,SMOTE,recall score,0.7400688581975399
94,breast_tissue,LogisticRegression,SMOTE,roc auc score,0.8128019323671498
95,breast_tissue,LogisticRegression,SMOTE,specificity score,0.8964925523349436
96,breast_tissue,RandomForestClassifier,KMeansSMOTE,f1 score,0.7122313797313797
97,breast_tissue,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.7420781095399736
98,breast_tissue,RandomForestClassifier,KMeansSMOTE,precision score,0.6499999999999999
99,breast_tissue,RandomForestClassifier,KMeansSMOTE,recall score,0.6716717274589128
100,breast_tissue,RandomForestClassifier,KMeansSMOTE,roc auc score,0.859842995169082
101,breast_tissue,RandomForestClassifier,KMeansSMOTE,specificity score,0.8645581723027375
102,breast_tissue,RandomForestClassifier,KMeansSMOTE2,f1 score,0.7284230121730123
103,breast_tissue,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.7506755103142144
104,breast_tissue,RandomForestClassifier,KMeansSMOTE2,precision score,0.6583333333333334
105,breast_tissue,RandomForestClassifier,KMeansSMOTE2,recall score,0.6827263985273138
106,breast_tissue,RandomForestClassifier,KMeansSMOTE2,roc auc score,0.8684782608695653
107,breast_tissue,RandomForestClassifier,KMeansSMOTE2,specificity score,0.8647066223832528
108,breast_tissue,RandomForestClassifier,KMeansSMOTE3,f1 score,0.732035557035557
109,breast_tissue,RandomForestClassifier,KMeansSMOTE3,geometric mean score,0.7650522805765994
110,breast_tissue,RandomForestClassifier,KMeansSMOTE3,precision score,0.6805555555555556
111,breast_tissue,RandomForestClassifier,KMeansSMOTE3,recall score,0.7000553359683794
112,breast_tissue,RandomForestClassifier,KMeansSMOTE3,roc auc score,0.8670893719806763
113,breast_tissue,RandomForestClassifier,KMeansSMOTE3,specificity score,0.8685688405797102
114,breast_tissue,RandomForestClassifier,KMeansSMOTE4,f1 score,0.7300011562511562
115,breast_tissue,RandomForestClassifier,KMeansSMOTE4,geometric mean score,0.7732787398190301
116,breast_tissue,RandomForestClassifier,KMeansSMOTE4,precision score,0.7027777777777777
117,breast_tissue,RandomForestClassifier,KMeansSMOTE4,recall score,0.7095748920966313
118,breast_tissue,RandomForestClassifier,KMeansSMOTE4,roc auc score,0.8598429951690821
119,breast_tissue,RandomForestClassifier,KMeansSMOTE4,specificity score,0.877752616747182
120,breast_tissue,RandomForestClassifier,KMeansSMOTE5,f1 score,0.7100946275946276
121,breast_tissue,RandomForestClassifier,KMeansSMOTE5,geometric mean score,0.7396504837150765
122,breast_tissue,RandomForestClassifier,KMeansSMOTE5,precision score,0.6472222222222221
123,breast_tissue,RandomForestClassifier,KMeansSMOTE5,recall score,0.6684553531899068
124,breast_tissue,RandomForestClassifier,KMeansSMOTE5,roc auc score,0.8584541062801933
125,breast_tissue,RandomForestClassifier,KMeansSMOTE5,specificity score,0.8656979669887278
126,breast_tissue,RandomForestClassifier,KMeansSMOTE6,f1 score,0.731109631109631
127,breast_tissue,RandomForestClassifier,KMeansSMOTE6,geometric mean score,0.7620420433452534
128,breast_tissue,RandomForestClassifier,KMeansSMOTE6,precision score,0.675
129,breast_tissue,RandomForestClassifier,KMeansSMOTE6,recall score,0.6964839073969509
130,breast_tissue,RandomForestClassifier,KMeansSMOTE6,roc auc score,0.868478260869565
131,breast_tissue,RandomForestClassifier,KMeansSMOTE6,specificity score,0.8680480072463768
132,breast_tissue,RandomForestClassifier,KMeansSMOTE7,f1 score,0.7467482054982055
133,breast_tissue,RandomForestClassifier,KMeansSMOTE7,geometric mean score,0.7871794341689708
134,breast_tissue,RandomForestClassifier,KMeansSMOTE7,precision score,0.7222222222222223
135,breast_tissue,RandomForestClassifier,KMeansSMOTE7,recall score,0.727140758329164
136,breast_tissue,RandomForestClassifier,KMeansSMOTE7,roc auc score,0.8668478260869564
137,breast_tissue,RandomForestClassifier,KMeansSMOTE7,specificity score,0.8845762882447664
138,breast_tissue,RandomForestClassifier,SMOTE,f1 score,0.7066235561823796
139,breast_tissue,RandomForestClassifier,SMOTE,geometric mean score,0.7817407329173793
140,breast_tissue,RandomForestClassifier,SMOTE,precision score,0.7416666666666666
141,breast_tissue,RandomForestClassifier,SMOTE,recall score,0.7168991762859829
142,breast_tissue,RandomForestClassifier,SMOTE,roc auc score,0.8329106280193237
143,breast_tissue,RandomForestClassifier,SMOTE,specificity score,0.8737092391304347
144,ecoli,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.8376450152301544
145,ecoli,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.8630792648052218
146,ecoli,GradientBoostingClassifier,KMeansSMOTE,precision score,0.7699346405228759
147,ecoli,GradientBoostingClassifier,KMeansSMOTE,recall score,0.7975594047866343
148,ecoli,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.9714669652855544
149,ecoli,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.9585955153493524
150,ecoli,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.848846446667654
151,ecoli,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.8730504348718202
152,ecoli,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.7872549019607843
153,ecoli,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.8110736839419854
154,ecoli,GradientBoostingClassifier,KMeansSMOTE2,roc auc score,0.9728779395296753
155,ecoli,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.9598727698121678
156,ecoli,GradientBoostingClassifier,KMeansSMOTE3,f1 score,0.8408344343135365
157,ecoli,GradientBoostingClassifier,KMeansSMOTE3,geometric mean score,0.8679731425006277
158,ecoli,GradientBoostingClassifier,KMeansSMOTE3,precision score,0.7777777777777777
159,ecoli,GradientBoostingClassifier,KMeansSMOTE3,recall score,0.8040062040848046
160,ecoli,GradientBoostingClassifier,KMeansSMOTE3,roc auc score,0.9714856289660322
161,ecoli,GradientBoostingClassifier,KMeansSMOTE3,specificity score,0.9597353660887025
162,ecoli,GradientBoostingClassifier,KMeansSMOTE4,f1 score,0.8509216603256851
163,ecoli,GradientBoostingClassifier,KMeansSMOTE4,geometric mean score,0.8810041453948753
164,ecoli,GradientBoostingClassifier,KMeansSMOTE4,precision score,0.800653594771242
165,ecoli,GradientBoostingClassifier,KMeansSMOTE4,recall score,0.8203070014458484
166,ecoli,GradientBoostingClassifier,KMeansSMOTE4,roc auc score,0.9725382605449795
167,ecoli,GradientBoostingClassifier,KMeansSMOTE4,specificity score,0.9630100369126124
168,ecoli,GradientBoostingClassifier,KMeansSMOTE5,f1 score,0.8366376892228283
169,ecoli,GradientBoostingClassifier,KMeansSMOTE5,geometric mean score,0.8640811182847943
170,ecoli,GradientBoostingClassifier,KMeansSMOTE5,precision score,0.7718954248366013
171,ecoli,GradientBoostingClassifier,KMeansSMOTE5,recall score,0.7983110387735624
172,ecoli,GradientBoostingClassifier,KMeansSMOTE5,roc auc score,0.9711198208286674
173,ecoli,GradientBoostingClassifier,KMeansSMOTE5,specificity score,0.9579708309851253
174,ecoli,GradientBoostingClassifier,KMeansSMOTE6,f1 score,0.8387709422500444
175,ecoli,GradientBoostingClassifier,KMeansSMOTE6,geometric mean score,0.8678184996276637
176,ecoli,GradientBoostingClassifier,KMeansSMOTE6,precision score,0.7777777777777777
177,ecoli,GradientBoostingClassifier,KMeansSMOTE6,recall score,0.803132548170826
178,ecoli,GradientBoostingClassifier,KMeansSMOTE6,roc auc score,0.9711347517730499
179,ecoli,GradientBoostingClassifier,KMeansSMOTE6,specificity score,0.9599648195722235
180,ecoli,GradientBoostingClassifier,KMeansSMOTE7,f1 score,0.8438260134544964
181,ecoli,GradientBoostingClassifier,KMeansSMOTE7,geometric mean score,0.8794186235636701
182,ecoli,GradientBoostingClassifier,KMeansSMOTE7,precision score,0.7988017429193901
183,ecoli,GradientBoostingClassifier,KMeansSMOTE7,recall score,0.816262599901447
184,ecoli,GradientBoostingClassifier,KMeansSMOTE7,roc auc score,0.971131019036954
185,ecoli,GradientBoostingClassifier,KMeansSMOTE7,specificity score,0.962742768128777
186,ecoli,GradientBoostingClassifier,SMOTE,f1 score,0.7842183880267741
187,ecoli,GradientBoostingClassifier,SMOTE,geometric mean score,0.8818930703201573
188,ecoli,GradientBoostingClassifier,SMOTE,precision score,0.8161220043572985
189,ecoli,GradientBoostingClassifier,SMOTE,recall score,0.7947341619577866
190,ecoli,GradientBoostingClassifier,SMOTE,roc auc score,0.9563531168346397
191,ecoli,GradientBoostingClassifier,SMOTE,specificity score,0.9616273631513076
192,ecoli,LogisticRegression,KMeansSMOTE,f1 score,0.5993164670513632
193,ecoli,LogisticRegression,KMeansSMOTE,geometric mean score,0.8816248692984672
194,ecoli,LogisticRegression,KMeansSMOTE,precision score,0.8812636165577341
195,ecoli,LogisticRegression,KMeansSMOTE,recall score,0.7068243947776095
196,ecoli,LogisticRegression,KMeansSMOTE,roc auc score,0.8851922359089212
197,ecoli,LogisticRegression,KMeansSMOTE,specificity score,0.9352666710581209
198,ecoli,LogisticRegression,KMeansSMOTE2,f1 score,0.6246729312154551
199,ecoli,LogisticRegression,KMeansSMOTE2,geometric mean score,0.8779302816426989
200,ecoli,LogisticRegression,KMeansSMOTE2,precision score,0.8580610021786492
201,ecoli,LogisticRegression,KMeansSMOTE2,recall score,0.7178332578604811
202,ecoli,LogisticRegression,KMeansSMOTE2,roc auc score,0.9017170586039567
203,ecoli,LogisticRegression,KMeansSMOTE2,specificity score,0.9368635745949494
204,ecoli,LogisticRegression,KMeansSMOTE3,f1 score,0.5998589873775138
205,ecoli,LogisticRegression,KMeansSMOTE3,geometric mean score,0.8951265245870159
206,ecoli,LogisticRegression,KMeansSMOTE3,precision score,0.9043572984749455
207,ecoli,LogisticRegression,KMeansSMOTE3,recall score,0.7189903914889451
208,ecoli,LogisticRegression,KMeansSMOTE3,roc auc score,0.886950354609929
209,ecoli,LogisticRegression,KMeansSMOTE3,specificity score,0.9349976944865294
210,ecoli,LogisticRegression,KMeansSMOTE4,f1 score,0.6142681888308672
211,ecoli,LogisticRegression,KMeansSMOTE4,geometric mean score,0.8959717204565296
212,ecoli,LogisticRegression,KMeansSMOTE4,precision score,0.8984749455337692
213,ecoli,LogisticRegression,KMeansSMOTE4,recall score,0.7276598463715286
214,ecoli,LogisticRegression,KMeansSMOTE4,roc auc score,0.8946808510638297
215,ecoli,LogisticRegression,KMeansSMOTE4,specificity score,0.93610180366784
216,ecoli,LogisticRegression,KMeansSMOTE5,f1 score,0.5985567329582958
217,ecoli,LogisticRegression,KMeansSMOTE5,geometric mean score,0.8814494876159976
218,ecoli,LogisticRegression,KMeansSMOTE5,precision score,0.8812636165577341
219,ecoli,LogisticRegression,KMeansSMOTE5,recall score,0.7062856742388889
220,ecoli,LogisticRegression,KMeansSMOTE5,roc auc score,0.8848413587159388
221,ecoli,LogisticRegression,KMeansSMOTE5,specificity score,0.9352886771232072
222,ecoli,LogisticRegression,KMeansSMOTE6,f1 score,0.5990992532844464
223,ecoli,LogisticRegression,KMeansSMOTE6,geometric mean score,0.8949440177820367
224,ecoli,LogisticRegression,KMeansSMOTE6,precision score,0.9043572984749455
225,ecoli,LogisticRegression,KMeansSMOTE6,recall score,0.7184266141809816
226,ecoli,LogisticRegression,KMeansSMOTE6,roc auc score,0.886595744680851
227,ecoli,LogisticRegression,KMeansSMOTE6,specificity score,0.9349768350789365
228,ecoli,LogisticRegression,KMeansSMOTE7,f1 score,0.6129253588213704
229,ecoli,LogisticRegression,KMeansSMOTE7,geometric mean score,0.8948317773593202
230,ecoli,LogisticRegression,KMeansSMOTE7,precision score,0.8965141612200436
231,ecoli,LogisticRegression,KMeansSMOTE7,recall score,0.7261094587746294
232,ecoli,LogisticRegression,KMeansSMOTE7,roc auc score,0.8943299738708472
233,ecoli,LogisticRegression,KMeansSMOTE7,specificity score,0.936320815249081
234,ecoli,LogisticRegression,SMOTE,f1 score,0.5906568556202207
235,ecoli,LogisticRegression,SMOTE,geometric mean score,0.893278388812454
236,ecoli,LogisticRegression,SMOTE,precision score,0.9044662309368192
237,ecoli,LogisticRegression,SMOTE,recall score,0.712697932925922
238,ecoli,LogisticRegression,SMOTE,roc auc score,0.8834191862635313
239,ecoli,LogisticRegression,SMOTE,specificity score,0.9351164101325488
240,ecoli,RandomForestClassifier,KMeansSMOTE,f1 score,0.89015300875595
241,ecoli,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.8436074649960226
242,ecoli,RandomForestClassifier,KMeansSMOTE,precision score,0.7272331154684096
243,ecoli,RandomForestClassifier,KMeansSMOTE,recall score,0.7958788344009942
244,ecoli,RandomForestClassifier,KMeansSMOTE,roc auc score,0.982381485628966
245,ecoli,RandomForestClassifier,KMeansSMOTE,specificity score,0.9509993242039879
246,ecoli,RandomForestClassifier,KMeansSMOTE2,f1 score,0.8849102993955935
247,ecoli,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.843696713967699
248,ecoli,RandomForestClassifier,KMeansSMOTE2,precision score,0.7288671023965141
249,ecoli,RandomForestClassifier,KMeansSMOTE2,recall score,0.7949864305487384
250,ecoli,RandomForestClassifier,KMeansSMOTE2,roc auc score,0.9823702874206793
251,ecoli,RandomForestClassifier,KMeansSMOTE2,specificity score,0.9460172315784595
252,ecoli,RandomForestClassifier,KMeansSMOTE3,f1 score,0.889366645136769
253,ecoli,RandomForestClassifier,KMeansSMOTE3,geometric mean score,0.8492737015601535
254,ecoli,RandomForestClassifier,KMeansSMOTE3,precision score,0.7389978213507625
255,ecoli,RandomForestClassifier,KMeansSMOTE3,recall score,0.8019194080321641
256,ecoli,RandomForestClassifier,KMeansSMOTE3,roc auc score,0.9831093691675997
257,ecoli,RandomForestClassifier,KMeansSMOTE3,specificity score,0.9481562845369578
258,ecoli,RandomForestClassifier,KMeansSMOTE4,f1 score,0.8861921820010055
259,ecoli,RandomForestClassifier,KMeansSMOTE4,geometric mean score,0.8679642838423822
260,ecoli,RandomForestClassifier,KMeansSMOTE4,precision score,0.7701525054466232
261,ecoli,RandomForestClassifier,KMeansSMOTE4,recall score,0.8209081618287926
262,ecoli,RandomForestClassifier,KMeansSMOTE4,roc auc score,0.9813288540500185
263,ecoli,RandomForestClassifier,KMeansSMOTE4,specificity score,0.9520098710132304
264,ecoli,RandomForestClassifier,KMeansSMOTE5,f1 score,0.8864699380140557
265,ecoli,RandomForestClassifier,KMeansSMOTE5,geometric mean score,0.8411978179293434
266,ecoli,RandomForestClassifier,KMeansSMOTE5,precision score,0.7252723311546841
267,ecoli,RandomForestClassifier,KMeansSMOTE5,recall score,0.7918746993767168
268,ecoli,RandomForestClassifier,KMeansSMOTE5,roc auc score,0.9820380739081747
269,ecoli,RandomForestClassifier,KMeansSMOTE5,specificity score,0.9479998023845596
270,ecoli,RandomForestClassifier,KMeansSMOTE6,f1 score,0.8882451005593422
271,ecoli,RandomForestClassifier,KMeansSMOTE6,geometric mean score,0.8523183966804071
272,ecoli,RandomForestClassifier,KMeansSMOTE6,precision score,0.7447712418300653
273,ecoli,RandomForestClassifier,KMeansSMOTE6,recall score,0.8037616189449107
274,ecoli,RandomForestClassifier,KMeansSMOTE6,roc auc score,0.9820455393803658
275,ecoli,RandomForestClassifier,KMeansSMOTE6,specificity score,0.9486670838548186
276,ecoli,RandomForestClassifier,KMeansSMOTE7,f1 score,0.8910785456373691
277,ecoli,RandomForestClassifier,KMeansSMOTE7,geometric mean score,0.8593200701743815
278,ecoli,RandomForestClassifier,KMeansSMOTE7,precision score,0.7547930283224402
279,ecoli,RandomForestClassifier,KMeansSMOTE7,recall score,0.8136026835313626
280,ecoli,RandomForestClassifier,KMeansSMOTE7,roc auc score,0.9827398282941395
281,ecoli,RandomForestClassifier,KMeansSMOTE7,specificity score,0.9513184365447064
282,ecoli,RandomForestClassifier,SMOTE,f1 score,0.840764152714617
283,ecoli,RandomForestClassifier,SMOTE,geometric mean score,0.8840121895648153
284,ecoli,RandomForestClassifier,SMOTE,precision score,0.8068627450980393
285,ecoli,RandomForestClassifier,SMOTE,recall score,0.820273818158568
286,ecoli,RandomForestClassifier,SMOTE,roc auc score,0.9707726763717807
287,ecoli,RandomForestClassifier,SMOTE,specificity score,0.953396631266666
288,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.6228586836421983
289,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.6834377103641598
290,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,precision score,0.500189393939394
291,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,recall score,0.5483215515468923
292,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.9435502802906118
293,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.8866410647746974
294,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.6174852287401857
295,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.6794462251621742
296,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.4960858585858586
297,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.5424859236474913
298,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,roc auc score,0.9417258616153644
299,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.8853165394688185
300,eucalyptus,GradientBoostingClassifier,KMeansSMOTE3,f1 score,0.592638667061738
301,eucalyptus,GradientBoostingClassifier,KMeansSMOTE3,geometric mean score,0.69259493891297
302,eucalyptus,GradientBoostingClassifier,KMeansSMOTE3,precision score,0.5174242424242425
303,eucalyptus,GradientBoostingClassifier,KMeansSMOTE3,recall score,0.5473506354329758
304,eucalyptus,GradientBoostingClassifier,KMeansSMOTE3,roc auc score,0.9345566956064193
305,eucalyptus,GradientBoostingClassifier,KMeansSMOTE3,specificity score,0.8823211702355349
306,eucalyptus,GradientBoostingClassifier,KMeansSMOTE4,f1 score,0.5932117912403071
307,eucalyptus,GradientBoostingClassifier,KMeansSMOTE4,geometric mean score,0.6905930825235017
308,eucalyptus,GradientBoostingClassifier,KMeansSMOTE4,precision score,0.5166666666666667
309,eucalyptus,GradientBoostingClassifier,KMeansSMOTE4,recall score,0.5453818619629007
310,eucalyptus,GradientBoostingClassifier,KMeansSMOTE4,roc auc score,0.9338099285613097
311,eucalyptus,GradientBoostingClassifier,KMeansSMOTE4,specificity score,0.8840266087503658
312,eucalyptus,GradientBoostingClassifier,KMeansSMOTE5,f1 score,0.6194378722928524
313,eucalyptus,GradientBoostingClassifier,KMeansSMOTE5,geometric mean score,0.6832198029709076
314,eucalyptus,GradientBoostingClassifier,KMeansSMOTE5,precision score,0.499179292929293
315,eucalyptus,GradientBoostingClassifier,KMeansSMOTE5,recall score,0.5475507747511935
316,eucalyptus,GradientBoostingClassifier,KMeansSMOTE5,roc auc score,0.9428146439196162
317,eucalyptus,GradientBoostingClassifier,KMeansSMOTE5,specificity score,0.8860633582577643
318,eucalyptus,GradientBoostingClassifier,KMeansSMOTE6,f1 score,0.5940536384802921
319,eucalyptus,GradientBoostingClassifier,KMeansSMOTE6,geometric mean score,0.6903727121262035
320,eucalyptus,GradientBoostingClassifier,KMeansSMOTE6,precision score,0.5134154040404041
321,eucalyptus,GradientBoostingClassifier,KMeansSMOTE6,recall score,0.5461894808240657
322,eucalyptus,GradientBoostingClassifier,KMeansSMOTE6,roc auc score,0.93510412239694
323,eucalyptus,GradientBoostingClassifier,KMeansSMOTE6,specificity score,0.8801441163578595
324,eucalyptus,GradientBoostingClassifier,KMeansSMOTE7,f1 score,0.593075747587581
325,eucalyptus,GradientBoostingClassifier,KMeansSMOTE7,geometric mean score,0.6868006953371987
