,Dataset,Classifier,Oversampling method,Metric,Std CV score
0,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.008146610107593643
1,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.005339418931036777
2,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE,precision score,0.005806471431605401
3,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE,recall score,0.010307288872447718
4,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.010423480817039118
5,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE,specificity score,2.0569048931812472e-05
6,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.00836531664121879
7,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.0026181951000227347
8,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.004546571169130382
9,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.011271506942442595
10,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE2,roc auc score,0.008053501120389786
11,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE2,specificity score,2.1452099973565536e-05
12,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE3,f1 score,0.005633068487965479
13,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE3,geometric mean score,0.00410937771309219
14,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE3,precision score,0.0035527477421020926
15,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE3,recall score,0.015210735559914838
16,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE3,roc auc score,0.0063302485782103035
17,creditcard_scaled,GradientBoostingClassifier,KMeansSMOTE3,specificity score,3.041941976983001e-05
18,creditcard_scaled,GradientBoostingClassifier,SMOTE,f1 score,0.006572747811938015
19,creditcard_scaled,GradientBoostingClassifier,SMOTE,geometric mean score,0.0025560182838292216
20,creditcard_scaled,GradientBoostingClassifier,SMOTE,precision score,0.0021686172128532752
21,creditcard_scaled,GradientBoostingClassifier,SMOTE,recall score,0.0046474279235522034
22,creditcard_scaled,GradientBoostingClassifier,SMOTE,roc auc score,0.0041654271406339404
23,creditcard_scaled,GradientBoostingClassifier,SMOTE,specificity score,0.00031095237009624816
24,creditcard_scaled,LogisticRegression,KMeansSMOTE,f1 score,0.011265352323985409
25,creditcard_scaled,LogisticRegression,KMeansSMOTE,geometric mean score,0.004149304133637669
26,creditcard_scaled,LogisticRegression,KMeansSMOTE,precision score,0.0160805763688028
27,creditcard_scaled,LogisticRegression,KMeansSMOTE,recall score,0.014293871820110882
28,creditcard_scaled,LogisticRegression,KMeansSMOTE,roc auc score,0.02647742938127167
29,creditcard_scaled,LogisticRegression,KMeansSMOTE,specificity score,3.9433573764257785e-05
30,creditcard_scaled,LogisticRegression,KMeansSMOTE2,f1 score,0.041093283106029985
31,creditcard_scaled,LogisticRegression,KMeansSMOTE2,geometric mean score,0.007927831010537375
32,creditcard_scaled,LogisticRegression,KMeansSMOTE2,precision score,0.04220385273199215
33,creditcard_scaled,LogisticRegression,KMeansSMOTE2,recall score,0.026719543840989114
34,creditcard_scaled,LogisticRegression,KMeansSMOTE2,roc auc score,0.06807577826964821
35,creditcard_scaled,LogisticRegression,KMeansSMOTE2,specificity score,6.389338214343081e-05
36,creditcard_scaled,LogisticRegression,KMeansSMOTE3,f1 score,0.04055978536094229
37,creditcard_scaled,LogisticRegression,KMeansSMOTE3,geometric mean score,0.00782580769271194
38,creditcard_scaled,LogisticRegression,KMeansSMOTE3,precision score,0.04182670332381001
39,creditcard_scaled,LogisticRegression,KMeansSMOTE3,recall score,0.026516871599954375
40,creditcard_scaled,LogisticRegression,KMeansSMOTE3,roc auc score,0.06742026476707487
41,creditcard_scaled,LogisticRegression,KMeansSMOTE3,specificity score,6.338798402210175e-05
42,creditcard_scaled,LogisticRegression,SMOTE,f1 score,0.000992938897213324
43,creditcard_scaled,LogisticRegression,SMOTE,geometric mean score,0.0007046383117516111
44,creditcard_scaled,LogisticRegression,SMOTE,precision score,0.0015816963480451969
45,creditcard_scaled,LogisticRegression,SMOTE,recall score,0.0006453936178722702
46,creditcard_scaled,LogisticRegression,SMOTE,roc auc score,0.00308246969270395
47,creditcard_scaled,LogisticRegression,SMOTE,specificity score,8.606030666185701e-05
