,Dataset,Classifier,Oversampling method,Metric,Mean CV score
24,breast_tissue,GradientBoostingClassifier,SMOTE,f1 score,0.6711785760392571
25,breast_tissue,GradientBoostingClassifier,SMOTE,geometric mean score,0.7512347981463366
26,breast_tissue,GradientBoostingClassifier,SMOTE,precision score,0.677962149057198
27,breast_tissue,GradientBoostingClassifier,SMOTE,recall score,0.8661131239935588
28,breast_tissue,GradientBoostingClassifier,SMOTE,roc auc score,0.8177536231884058
29,breast_tissue,GradientBoostingClassifier,SMOTE,specificity score,0.7037037037037036
30,breast_tissue,GradientBoostingClassifier,SMOTE2,f1 score,0.6662990937320143
31,breast_tissue,GradientBoostingClassifier,SMOTE2,geometric mean score,0.7619472034224445
32,breast_tissue,GradientBoostingClassifier,SMOTE2,precision score,0.6917816513538678
33,breast_tissue,GradientBoostingClassifier,SMOTE2,recall score,0.8559933574879227
34,breast_tissue,GradientBoostingClassifier,SMOTE2,roc auc score,0.7989533011272144
35,breast_tissue,GradientBoostingClassifier,SMOTE2,specificity score,0.7407407407407407
36,breast_tissue,LogisticRegression,KMeansSMOTE,f1 score,0.7007297479304703
37,breast_tissue,LogisticRegression,KMeansSMOTE,geometric mean score,0.780011615476801
38,breast_tissue,LogisticRegression,KMeansSMOTE,precision score,0.7146010280268623
39,breast_tissue,LogisticRegression,KMeansSMOTE,recall score,0.8809111647879764
40,breast_tissue,LogisticRegression,KMeansSMOTE,roc auc score,0.822302737520129
41,breast_tissue,LogisticRegression,KMeansSMOTE,specificity score,0.7500000000000001
42,breast_tissue,LogisticRegression,None,f1 score,0.7039124283009731
43,breast_tissue,LogisticRegression,None,geometric mean score,0.7932802450444154
44,breast_tissue,LogisticRegression,None,precision score,0.7303968563211941
45,breast_tissue,LogisticRegression,None,recall score,0.8904119699409553
46,breast_tissue,LogisticRegression,None,roc auc score,0.818719806763285
47,breast_tissue,LogisticRegression,None,specificity score,0.7759259259259259
48,breast_tissue,LogisticRegression,RandomOverSampler,f1 score,0.7019153032878521
49,breast_tissue,LogisticRegression,RandomOverSampler,geometric mean score,0.7927872898171037
50,breast_tissue,LogisticRegression,RandomOverSampler,precision score,0.728933703829256
51,breast_tissue,LogisticRegression,RandomOverSampler,recall score,0.892673107890499
52,breast_tissue,LogisticRegression,RandomOverSampler,roc auc score,0.8175120772946862
53,breast_tissue,LogisticRegression,RandomOverSampler,specificity score,0.7759259259259259
54,breast_tissue,LogisticRegression,RandomUnderSampler,f1 score,0.686461960525428
55,breast_tissue,LogisticRegression,RandomUnderSampler,geometric mean score,0.7853459497074152
56,breast_tissue,LogisticRegression,RandomUnderSampler,precision score,0.7211407277649102
57,breast_tissue,LogisticRegression,RandomUnderSampler,recall score,0.890271068169619
58,breast_tissue,LogisticRegression,RandomUnderSampler,roc auc score,0.7984299516908212
59,breast_tissue,LogisticRegression,RandomUnderSampler,specificity score,0.7851851851851852
60,breast_tissue,LogisticRegression,SMOTE,f1 score,0.7039124283009731
61,breast_tissue,LogisticRegression,SMOTE,geometric mean score,0.7932802450444154
62,breast_tissue,LogisticRegression,SMOTE,precision score,0.7303968563211941
63,breast_tissue,LogisticRegression,SMOTE,recall score,0.8904119699409553
64,breast_tissue,LogisticRegression,SMOTE,roc auc score,0.818719806763285
65,breast_tissue,LogisticRegression,SMOTE,specificity score,0.7759259259259259
66,breast_tissue,LogisticRegression,SMOTE2,f1 score,0.7005560454528462
67,breast_tissue,LogisticRegression,SMOTE2,geometric mean score,0.7912170147432173
68,breast_tissue,LogisticRegression,SMOTE2,precision score,0.7271022452240122
69,breast_tissue,LogisticRegression,SMOTE2,recall score,0.8885500536768653
70,breast_tissue,LogisticRegression,SMOTE2,roc auc score,0.8167471819645734
71,breast_tissue,LogisticRegression,SMOTE2,specificity score,0.7759259259259259
72,ecoli,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.8427828873339709
73,ecoli,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.8684254052822875
74,ecoli,GradientBoostingClassifier,KMeansSMOTE,precision score,0.8051933037347231
75,ecoli,GradientBoostingClassifier,KMeansSMOTE,recall score,0.9587659688320602
76,ecoli,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.9722931442080378
77,ecoli,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.7800290486564997
78,ecoli,GradientBoostingClassifier,None,f1 score,0.7932207734965397
79,ecoli,GradientBoostingClassifier,None,geometric mean score,0.8810050912029561
80,ecoli,GradientBoostingClassifier,None,precision score,0.797182185490163
81,ecoli,GradientBoostingClassifier,None,recall score,0.9644284562981178
82,ecoli,GradientBoostingClassifier,None,roc auc score,0.9584422048027871
83,ecoli,GradientBoostingClassifier,None,specificity score,0.8128540305010893
84,ecoli,GradientBoostingClassifier,RandomOverSampler,f1 score,0.8124081271168139
85,ecoli,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8711324907370211
86,ecoli,GradientBoostingClassifier,RandomOverSampler,precision score,0.7949451575202151
87,ecoli,GradientBoostingClassifier,RandomOverSampler,recall score,0.9610992541846898
88,ecoli,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9635983575961179
89,ecoli,GradientBoostingClassifier,RandomOverSampler,specificity score,0.7911401597676107
90,ecoli,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.557428911172039
91,ecoli,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.8561024353194066
92,ecoli,GradientBoostingClassifier,RandomUnderSampler,precision score,0.6656769906111425
93,ecoli,GradientBoostingClassifier,RandomUnderSampler,recall score,0.9310119455687381
94,ecoli,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.8671046410352121
95,ecoli,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.8500363108206247
96,ecoli,GradientBoostingClassifier,SMOTE,f1 score,0.7932207734965397
97,ecoli,GradientBoostingClassifier,SMOTE,geometric mean score,0.8810050912029561
98,ecoli,GradientBoostingClassifier,SMOTE,precision score,0.797182185490163
99,ecoli,GradientBoostingClassifier,SMOTE,recall score,0.9644284562981178
100,ecoli,GradientBoostingClassifier,SMOTE,roc auc score,0.9584422048027871
101,ecoli,GradientBoostingClassifier,SMOTE,specificity score,0.8128540305010893
102,ecoli,GradientBoostingClassifier,SMOTE2,f1 score,0.8182937826229879
103,ecoli,GradientBoostingClassifier,SMOTE2,geometric mean score,0.8692223019651629
104,ecoli,GradientBoostingClassifier,SMOTE2,precision score,0.7960867121608092
105,ecoli,GradientBoostingClassifier,SMOTE2,recall score,0.9585839999804825
106,ecoli,GradientBoostingClassifier,SMOTE2,roc auc score,0.9657235286798558
107,ecoli,GradientBoostingClassifier,SMOTE2,specificity score,0.7859840232389251
108,ecoli,LogisticRegression,KMeansSMOTE,f1 score,0.5897803252738522
109,ecoli,LogisticRegression,KMeansSMOTE,geometric mean score,0.8832151986787168
110,ecoli,LogisticRegression,KMeansSMOTE,precision score,0.703373382129563
111,ecoli,LogisticRegression,KMeansSMOTE,recall score,0.9337731944007331
112,ecoli,LogisticRegression,KMeansSMOTE,roc auc score,0.8814806519845714
113,ecoli,LogisticRegression,KMeansSMOTE,specificity score,0.8880900508351488
114,ecoli,LogisticRegression,None,f1 score,0.5978651604921534
115,ecoli,LogisticRegression,None,geometric mean score,0.8942424652078695
116,ecoli,LogisticRegression,None,precision score,0.717380570739646
117,ecoli,LogisticRegression,None,recall score,0.9360731290981824
118,ecoli,LogisticRegression,None,roc auc score,0.8857185516983949
119,ecoli,LogisticRegression,None,specificity score,0.9042846768336966
120,ecoli,LogisticRegression,RandomOverSampler,f1 score,0.5903497790315133
121,ecoli,LogisticRegression,RandomOverSampler,geometric mean score,0.8950457673389237
122,ecoli,LogisticRegression,RandomOverSampler,precision score,0.7137739294481945
123,ecoli,LogisticRegression,RandomOverSampler,recall score,0.9348716760147716
124,ecoli,LogisticRegression,RandomOverSampler,roc auc score,0.8810277466716436
125,ecoli,LogisticRegression,RandomOverSampler,specificity score,0.9106027596223673
126,ecoli,LogisticRegression,RandomUnderSampler,f1 score,0.5566956230284723
127,ecoli,LogisticRegression,RandomUnderSampler,geometric mean score,0.8884904022822276
128,ecoli,LogisticRegression,RandomUnderSampler,precision score,0.689707877026818
129,ecoli,LogisticRegression,RandomUnderSampler,recall score,0.9298209018583169
130,ecoli,LogisticRegression,RandomUnderSampler,roc auc score,0.8608535523205176
131,ecoli,LogisticRegression,RandomUnderSampler,specificity score,0.9185185185185184
132,ecoli,LogisticRegression,SMOTE,f1 score,0.5978651604921534
133,ecoli,LogisticRegression,SMOTE,geometric mean score,0.8942424652078695
134,ecoli,LogisticRegression,SMOTE,precision score,0.717380570739646
135,ecoli,LogisticRegression,SMOTE,recall score,0.9360731290981824
136,ecoli,LogisticRegression,SMOTE,roc auc score,0.8857185516983949
137,ecoli,LogisticRegression,SMOTE,specificity score,0.9042846768336966
138,ecoli,LogisticRegression,SMOTE2,f1 score,0.5652608613547146
139,ecoli,LogisticRegression,SMOTE2,geometric mean score,0.8375230266733403
140,ecoli,LogisticRegression,SMOTE2,precision score,0.6345603005370696
141,ecoli,LogisticRegression,SMOTE2,recall score,0.9309159841614884
142,ecoli,LogisticRegression,SMOTE2,roc auc score,0.8601642403882046
143,ecoli,LogisticRegression,SMOTE2,specificity score,0.8575889615105299
144,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.5886581793622601
145,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.6859795898785909
146,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,precision score,0.5368899829200292
147,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,recall score,0.8813218766602744
148,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.9266205249630663
149,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.5170664983164983
150,eucalyptus,GradientBoostingClassifier,None,f1 score,0.5228485800873768
151,eucalyptus,GradientBoostingClassifier,None,geometric mean score,0.71640254651184
152,eucalyptus,GradientBoostingClassifier,None,precision score,0.541503074674728
153,eucalyptus,GradientBoostingClassifier,None,recall score,0.8774798655150866
154,eucalyptus,GradientBoostingClassifier,None,roc auc score,0.9033115441955222
155,eucalyptus,GradientBoostingClassifier,None,specificity score,0.5728956228956228
156,eucalyptus,GradientBoostingClassifier,RandomOverSampler,f1 score,0.5037710445708135
157,eucalyptus,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.7334113941337778
158,eucalyptus,GradientBoostingClassifier,RandomOverSampler,precision score,0.5467398109080264
159,eucalyptus,GradientBoostingClassifier,RandomOverSampler,recall score,0.8813409988824354
160,eucalyptus,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.8894609380797226
161,eucalyptus,GradientBoostingClassifier,RandomOverSampler,specificity score,0.6098484848484849
162,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.3742231703563498
163,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.7715404276184382
164,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,precision score,0.5054429661800678
165,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,recall score,0.8677471207685296
166,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.761272674532343
167,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.7860269360269359
168,eucalyptus,GradientBoostingClassifier,SMOTE,f1 score,0.5228485800873768
169,eucalyptus,GradientBoostingClassifier,SMOTE,geometric mean score,0.71640254651184
170,eucalyptus,GradientBoostingClassifier,SMOTE,precision score,0.541503074674728
171,eucalyptus,GradientBoostingClassifier,SMOTE,recall score,0.8774798655150866
172,eucalyptus,GradientBoostingClassifier,SMOTE,roc auc score,0.9033115441955222
173,eucalyptus,GradientBoostingClassifier,SMOTE,specificity score,0.5728956228956228
174,eucalyptus,GradientBoostingClassifier,SMOTE2,f1 score,0.5252118952595715
175,eucalyptus,GradientBoostingClassifier,SMOTE2,geometric mean score,0.7118474255678777
176,eucalyptus,GradientBoostingClassifier,SMOTE2,precision score,0.5389274538961282
177,eucalyptus,GradientBoostingClassifier,SMOTE2,recall score,0.8769270771687897
178,eucalyptus,GradientBoostingClassifier,SMOTE2,roc auc score,0.9056354940332839
179,eucalyptus,GradientBoostingClassifier,SMOTE2,specificity score,0.5648989898989899
180,eucalyptus,LogisticRegression,KMeansSMOTE,f1 score,0.47077471328703885
181,eucalyptus,LogisticRegression,KMeansSMOTE,geometric mean score,0.7049670017853501
182,eucalyptus,LogisticRegression,KMeansSMOTE,precision score,0.5086854006127125
183,eucalyptus,LogisticRegression,KMeansSMOTE,recall score,0.8380338430752795
184,eucalyptus,LogisticRegression,KMeansSMOTE,roc auc score,0.8735622879269288
185,eucalyptus,LogisticRegression,KMeansSMOTE,specificity score,0.5803661616161615
186,eucalyptus,LogisticRegression,None,f1 score,0.3970418698279765
187,eucalyptus,LogisticRegression,None,geometric mean score,0.788463258434999
188,eucalyptus,LogisticRegression,None,precision score,0.5293944150537802
189,eucalyptus,LogisticRegression,None,recall score,0.8870284424497134
190,eucalyptus,LogisticRegression,None,roc auc score,0.7785501791026651
191,eucalyptus,LogisticRegression,None,specificity score,0.8014730639730641
192,eucalyptus,LogisticRegression,RandomOverSampler,f1 score,0.39035187267769467
193,eucalyptus,LogisticRegression,RandomOverSampler,geometric mean score,0.7894113992082243
194,eucalyptus,LogisticRegression,RandomOverSampler,precision score,0.5260035790617759
195,eucalyptus,LogisticRegression,RandomOverSampler,recall score,0.8886816925145653
196,eucalyptus,LogisticRegression,RandomOverSampler,roc auc score,0.7683753937897585
197,eucalyptus,LogisticRegression,RandomOverSampler,specificity score,0.8138047138047139
198,eucalyptus,LogisticRegression,RandomUnderSampler,f1 score,0.3196756599824122
199,eucalyptus,LogisticRegression,RandomUnderSampler,geometric mean score,0.7438227938428184
200,eucalyptus,LogisticRegression,RandomUnderSampler,precision score,0.45709880738830544
201,eucalyptus,LogisticRegression,RandomUnderSampler,recall score,0.8252971169407634
202,eucalyptus,LogisticRegression,RandomUnderSampler,roc auc score,0.6866323976821214
203,eucalyptus,LogisticRegression,RandomUnderSampler,specificity score,0.8096801346801349
204,eucalyptus,LogisticRegression,SMOTE,f1 score,0.3970418698279765
205,eucalyptus,LogisticRegression,SMOTE,geometric mean score,0.788463258434999
206,eucalyptus,LogisticRegression,SMOTE,precision score,0.5293944150537802
207,eucalyptus,LogisticRegression,SMOTE,recall score,0.8870284424497134
208,eucalyptus,LogisticRegression,SMOTE,roc auc score,0.7785501791026651
209,eucalyptus,LogisticRegression,SMOTE,specificity score,0.8014730639730641
210,eucalyptus,LogisticRegression,SMOTE2,f1 score,0.3989388568960573
211,eucalyptus,LogisticRegression,SMOTE2,geometric mean score,0.7867528192522001
212,eucalyptus,LogisticRegression,SMOTE2,precision score,0.5294848175506541
213,eucalyptus,LogisticRegression,SMOTE2,recall score,0.887071011656647
214,eucalyptus,LogisticRegression,SMOTE2,roc auc score,0.7821146931644168
215,eucalyptus,LogisticRegression,SMOTE2,specificity score,0.7946548821548822
216,glass,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.7703545254808285
217,glass,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.8349952814299727
218,glass,GradientBoostingClassifier,KMeansSMOTE,precision score,0.778839713040685
219,glass,GradientBoostingClassifier,KMeansSMOTE,recall score,0.9100317028985507
220,glass,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.8810185185185184
221,glass,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.7943639291465379
222,glass,GradientBoostingClassifier,None,f1 score,0.7556298241739372
223,glass,GradientBoostingClassifier,None,geometric mean score,0.8401307199312114
224,glass,GradientBoostingClassifier,None,precision score,0.7817512722782077
225,glass,GradientBoostingClassifier,None,recall score,0.9088789083467526
226,glass,GradientBoostingClassifier,None,roc auc score,0.8666666666666666
227,glass,GradientBoostingClassifier,None,specificity score,0.8182367149758455
228,glass,GradientBoostingClassifier,RandomOverSampler,f1 score,0.7648161009820826
229,glass,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8368837183794289
230,glass,GradientBoostingClassifier,RandomOverSampler,precision score,0.7794831512031555
231,glass,GradientBoostingClassifier,RandomOverSampler,recall score,0.914615623322598
232,glass,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.8754629629629631
233,glass,GradientBoostingClassifier,RandomOverSampler,specificity score,0.8048711755233494
234,glass,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.6846965504990303
235,glass,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.8324413941797887
236,glass,GradientBoostingClassifier,RandomUnderSampler,precision score,0.7630707403679098
237,glass,GradientBoostingClassifier,RandomUnderSampler,recall score,0.8972238996242619
238,glass,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.7995370370370372
239,glass,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.8712962962962962
240,glass,GradientBoostingClassifier,SMOTE,f1 score,0.7556298241739372
241,glass,GradientBoostingClassifier,SMOTE,geometric mean score,0.8401307199312114
242,glass,GradientBoostingClassifier,SMOTE,precision score,0.7817512722782077
243,glass,GradientBoostingClassifier,SMOTE,recall score,0.9088789083467526
244,glass,GradientBoostingClassifier,SMOTE,roc auc score,0.8666666666666666
245,glass,GradientBoostingClassifier,SMOTE,specificity score,0.8182367149758455
246,glass,GradientBoostingClassifier,SMOTE2,f1 score,0.7354535440073734
247,glass,GradientBoostingClassifier,SMOTE2,geometric mean score,0.832642895017725
248,glass,GradientBoostingClassifier,SMOTE2,precision score,0.7709024863411265
249,glass,GradientBoostingClassifier,SMOTE2,recall score,0.907188506441224
250,glass,GradientBoostingClassifier,SMOTE2,roc auc score,0.8504629629629629
251,glass,GradientBoostingClassifier,SMOTE2,specificity score,0.819122383252818
252,glass,LogisticRegression,KMeansSMOTE,f1 score,0.5725555513592372
253,glass,LogisticRegression,KMeansSMOTE,geometric mean score,0.7251120539417131
254,glass,LogisticRegression,KMeansSMOTE,precision score,0.6392321804955757
255,glass,LogisticRegression,KMeansSMOTE,recall score,0.8164309916800859
256,glass,LogisticRegression,KMeansSMOTE,roc auc score,0.7194444444444444
257,glass,LogisticRegression,KMeansSMOTE,specificity score,0.7432769726247986
258,glass,LogisticRegression,None,f1 score,0.5376820947674907
259,glass,LogisticRegression,None,geometric mean score,0.7299322404769533
260,glass,LogisticRegression,None,precision score,0.6480407963796652
261,glass,LogisticRegression,None,recall score,0.8188212895866882
262,glass,LogisticRegression,None,roc auc score,0.6523148148148149
263,glass,LogisticRegression,None,specificity score,0.8222624798711755
264,glass,LogisticRegression,RandomOverSampler,f1 score,0.5313740573574116
265,glass,LogisticRegression,RandomOverSampler,geometric mean score,0.7264095393019966
266,glass,LogisticRegression,RandomOverSampler,precision score,0.6465312207877791
267,glass,LogisticRegression,RandomOverSampler,recall score,0.8174080783682233
268,glass,LogisticRegression,RandomOverSampler,roc auc score,0.6379629629629628
269,glass,LogisticRegression,RandomOverSampler,specificity score,0.8328099838969404
270,glass,LogisticRegression,RandomUnderSampler,f1 score,0.5115456585436544
271,glass,LogisticRegression,RandomUnderSampler,geometric mean score,0.7115768008396766
272,glass,LogisticRegression,RandomUnderSampler,precision score,0.6395356831907978
273,glass,LogisticRegression,RandomUnderSampler,recall score,0.8123700013419215
274,glass,LogisticRegression,RandomUnderSampler,roc auc score,0.5930555555555556
275,glass,LogisticRegression,RandomUnderSampler,specificity score,0.861231884057971
276,glass,LogisticRegression,SMOTE,f1 score,0.5376820947674907
277,glass,LogisticRegression,SMOTE,geometric mean score,0.7299322404769533
278,glass,LogisticRegression,SMOTE,precision score,0.6480407963796652
279,glass,LogisticRegression,SMOTE,recall score,0.8188212895866882
280,glass,LogisticRegression,SMOTE,roc auc score,0.6523148148148149
281,glass,LogisticRegression,SMOTE,specificity score,0.8222624798711755
282,glass,LogisticRegression,SMOTE2,f1 score,0.5065526726510773
283,glass,LogisticRegression,SMOTE2,geometric mean score,0.710681575177064
284,glass,LogisticRegression,SMOTE2,precision score,0.6392769621071704
285,glass,LogisticRegression,SMOTE2,recall score,0.8109081454643049
286,glass,LogisticRegression,SMOTE2,roc auc score,0.5828703703703704
287,glass,LogisticRegression,SMOTE2,specificity score,0.8727455716586151
288,haberman,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.40447043250101244
289,haberman,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.5323398181928932
290,haberman,GradientBoostingClassifier,KMeansSMOTE,precision score,0.3779450336646236
291,haberman,GradientBoostingClassifier,KMeansSMOTE,recall score,0.6435555555555557
292,haberman,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.7922962962962963
293,haberman,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.3777777777777777
294,haberman,GradientBoostingClassifier,None,f1 score,0.38614624661515634
295,haberman,GradientBoostingClassifier,None,geometric mean score,0.5556174067334881
296,haberman,GradientBoostingClassifier,None,precision score,0.3945652099989765
297,haberman,GradientBoostingClassifier,None,recall score,0.6501947873799725
298,haberman,GradientBoostingClassifier,None,roc auc score,0.7647407407407408
299,haberman,GradientBoostingClassifier,None,specificity score,0.4090534979423868
300,haberman,GradientBoostingClassifier,RandomOverSampler,f1 score,0.3660626085240253
301,haberman,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.5538473114257277
302,haberman,GradientBoostingClassifier,RandomOverSampler,precision score,0.39014908500746215
303,haberman,GradientBoostingClassifier,RandomOverSampler,recall score,0.6303100137174211
304,haberman,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.7368888888888888
305,haberman,GradientBoostingClassifier,RandomOverSampler,specificity score,0.42304526748971194
306,haberman,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.34683610111067964
307,haberman,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.5894299742488749
308,haberman,GradientBoostingClassifier,RandomUnderSampler,precision score,0.43361771318962494
309,haberman,GradientBoostingClassifier,RandomUnderSampler,recall score,0.6397475994513031
310,haberman,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.6005925925925927
311,haberman,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.5843621399176955
312,haberman,GradientBoostingClassifier,SMOTE,f1 score,0.38614624661515634
313,haberman,GradientBoostingClassifier,SMOTE,geometric mean score,0.5556174067334881
314,haberman,GradientBoostingClassifier,SMOTE,precision score,0.3945652099989765
315,haberman,GradientBoostingClassifier,SMOTE,recall score,0.6501947873799725
316,haberman,GradientBoostingClassifier,SMOTE,roc auc score,0.7647407407407408
317,haberman,GradientBoostingClassifier,SMOTE,specificity score,0.4090534979423868
318,haberman,GradientBoostingClassifier,SMOTE2,f1 score,0.38392161383431644
319,haberman,GradientBoostingClassifier,SMOTE2,geometric mean score,0.555119531302756
320,haberman,GradientBoostingClassifier,SMOTE2,precision score,0.3946238545790783
321,haberman,GradientBoostingClassifier,SMOTE2,recall score,0.6574101508916323
322,haberman,GradientBoostingClassifier,SMOTE2,roc auc score,0.7546666666666667
323,haberman,GradientBoostingClassifier,SMOTE2,specificity score,0.41399176954732514
324,haberman,LogisticRegression,KMeansSMOTE,f1 score,0.4563782510398607
325,haberman,LogisticRegression,KMeansSMOTE,geometric mean score,0.6115085170997141
326,haberman,LogisticRegression,KMeansSMOTE,precision score,0.46584805532675483
327,haberman,LogisticRegression,KMeansSMOTE,recall score,0.6706995884773664
328,haberman,LogisticRegression,KMeansSMOTE,roc auc score,0.7730370370370369
329,haberman,LogisticRegression,KMeansSMOTE,specificity score,0.49382716049382724
330,haberman,LogisticRegression,None,f1 score,0.4824302753203612
331,haberman,LogisticRegression,None,geometric mean score,0.6389030090724026
332,haberman,LogisticRegression,None,precision score,0.49567455467556004
333,haberman,LogisticRegression,None,recall score,0.6875006858710563
334,haberman,LogisticRegression,None,roc auc score,0.7967407407407409
335,haberman,LogisticRegression,None,specificity score,0.516872427983539
336,haberman,LogisticRegression,RandomOverSampler,f1 score,0.48850805233715555
337,haberman,LogisticRegression,RandomOverSampler,geometric mean score,0.640610576411509
338,haberman,LogisticRegression,RandomOverSampler,precision score,0.49875482852025704
339,haberman,LogisticRegression,RandomOverSampler,recall score,0.6911220850480111
340,haberman,LogisticRegression,RandomOverSampler,roc auc score,0.8017777777777778
341,haberman,LogisticRegression,RandomOverSampler,specificity score,0.5152263374485596
342,haberman,LogisticRegression,RandomUnderSampler,f1 score,0.4769789861806679
343,haberman,LogisticRegression,RandomUnderSampler,geometric mean score,0.6286376081538327
344,haberman,LogisticRegression,RandomUnderSampler,precision score,0.48571220952733196
345,haberman,LogisticRegression,RandomUnderSampler,recall score,0.6894759945130315
346,haberman,LogisticRegression,RandomUnderSampler,roc auc score,0.7893333333333333
347,haberman,LogisticRegression,RandomUnderSampler,specificity score,0.5069958847736624
348,haberman,LogisticRegression,SMOTE,f1 score,0.4824302753203612
349,haberman,LogisticRegression,SMOTE,geometric mean score,0.6389030090724026
350,haberman,LogisticRegression,SMOTE,precision score,0.49567455467556004
351,haberman,LogisticRegression,SMOTE,recall score,0.6875006858710563
352,haberman,LogisticRegression,SMOTE,roc auc score,0.7967407407407409
353,haberman,LogisticRegression,SMOTE,specificity score,0.516872427983539
354,haberman,LogisticRegression,SMOTE2,f1 score,0.4608985722573515
355,haberman,LogisticRegression,SMOTE2,geometric mean score,0.6444313184771141
356,haberman,LogisticRegression,SMOTE2,precision score,0.4982839710049653
357,haberman,LogisticRegression,SMOTE2,recall score,0.6835061728395061
358,haberman,LogisticRegression,SMOTE2,roc auc score,0.7582222222222224
359,haberman,LogisticRegression,SMOTE2,specificity score,0.5514403292181069
360,heart,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.7922959306728309
