,Dataset,Classifier,Oversampling method,Metric,Std CV score
69,breast_tissue,LogisticRegression,SMOTE2,recall score,0.022092076446306053
70,breast_tissue,LogisticRegression,SMOTE2,roc auc score,0.028844863329928475
71,breast_tissue,LogisticRegression,SMOTE2,specificity score,0.051932099656385476
72,ecoli,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.023200855577250597
73,ecoli,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.021945326157061157
74,ecoli,GradientBoostingClassifier,KMeansSMOTE,precision score,0.028070968993790437
75,ecoli,GradientBoostingClassifier,KMeansSMOTE,recall score,0.006998490599073331
76,ecoli,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.004762431014180182
77,ecoli,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.037713892340730006
78,ecoli,GradientBoostingClassifier,None,f1 score,0.035397306403334175
79,ecoli,GradientBoostingClassifier,None,geometric mean score,0.023512082234000493
80,ecoli,GradientBoostingClassifier,None,precision score,0.032568476558552724
81,ecoli,GradientBoostingClassifier,None,recall score,0.007442847551450023
82,ecoli,GradientBoostingClassifier,None,roc auc score,0.00753997732051642
83,ecoli,GradientBoostingClassifier,None,specificity score,0.04130250104386746
84,ecoli,GradientBoostingClassifier,RandomOverSampler,f1 score,0.04639234077015052
85,ecoli,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.015235351412144814
86,ecoli,GradientBoostingClassifier,RandomOverSampler,precision score,0.02739223159098087
87,ecoli,GradientBoostingClassifier,RandomOverSampler,recall score,0.005477634415818381
88,ecoli,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.011814248318718898
89,ecoli,GradientBoostingClassifier,RandomOverSampler,specificity score,0.026197122005866064
90,ecoli,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.06000961262552953
91,ecoli,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.027189203091511342
92,ecoli,GradientBoostingClassifier,RandomUnderSampler,precision score,0.04935840599816945
93,ecoli,GradientBoostingClassifier,RandomUnderSampler,recall score,0.018951498508967254
94,ecoli,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.03029497664676436
95,ecoli,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.038347291656159646
96,ecoli,GradientBoostingClassifier,SMOTE,f1 score,0.035397306403334175
97,ecoli,GradientBoostingClassifier,SMOTE,geometric mean score,0.023512082234000493
98,ecoli,GradientBoostingClassifier,SMOTE,precision score,0.032568476558552724
99,ecoli,GradientBoostingClassifier,SMOTE,recall score,0.007442847551450023
100,ecoli,GradientBoostingClassifier,SMOTE,roc auc score,0.00753997732051642
101,ecoli,GradientBoostingClassifier,SMOTE,specificity score,0.04130250104386746
102,ecoli,GradientBoostingClassifier,SMOTE2,f1 score,0.0519746170568449
103,ecoli,GradientBoostingClassifier,SMOTE2,geometric mean score,0.022062131196884355
104,ecoli,GradientBoostingClassifier,SMOTE2,precision score,0.032566983678062565
105,ecoli,GradientBoostingClassifier,SMOTE2,recall score,0.005903347040028428
106,ecoli,GradientBoostingClassifier,SMOTE2,roc auc score,0.011003031381689975
107,ecoli,GradientBoostingClassifier,SMOTE2,specificity score,0.039437391303278904
108,ecoli,LogisticRegression,KMeansSMOTE,f1 score,0.037595034796864074
109,ecoli,LogisticRegression,KMeansSMOTE,geometric mean score,0.017124285917339645
110,ecoli,LogisticRegression,KMeansSMOTE,precision score,0.02714855136707729
111,ecoli,LogisticRegression,KMeansSMOTE,recall score,0.0035647809810823855
112,ecoli,LogisticRegression,KMeansSMOTE,roc auc score,0.019633790739784905
113,ecoli,LogisticRegression,KMeansSMOTE,specificity score,0.035624333384100246
114,ecoli,LogisticRegression,None,f1 score,0.011725370476325188
115,ecoli,LogisticRegression,None,geometric mean score,0.006579243830483894
116,ecoli,LogisticRegression,None,precision score,0.010035516275057383
117,ecoli,LogisticRegression,None,recall score,0.0028127522457969006
118,ecoli,LogisticRegression,None,roc auc score,0.004942877161590006
119,ecoli,LogisticRegression,None,specificity score,0.012649216423516211
120,ecoli,LogisticRegression,RandomOverSampler,f1 score,0.011804505613311917
121,ecoli,LogisticRegression,RandomOverSampler,geometric mean score,0.0053080649244059185
122,ecoli,LogisticRegression,RandomOverSampler,precision score,0.00856369389740519
123,ecoli,LogisticRegression,RandomOverSampler,recall score,0.003482714203575216
124,ecoli,LogisticRegression,RandomOverSampler,roc auc score,0.005953709336145586
125,ecoli,LogisticRegression,RandomOverSampler,specificity score,0.012063408017808783
126,ecoli,LogisticRegression,RandomUnderSampler,f1 score,0.038634859816053344
127,ecoli,LogisticRegression,RandomUnderSampler,geometric mean score,0.01218395228958586
128,ecoli,LogisticRegression,RandomUnderSampler,precision score,0.028760858653289038
129,ecoli,LogisticRegression,RandomUnderSampler,recall score,0.00452030028239547
130,ecoli,LogisticRegression,RandomUnderSampler,roc auc score,0.020047610144216937
131,ecoli,LogisticRegression,RandomUnderSampler,specificity score,0.015207132199374473
132,ecoli,LogisticRegression,SMOTE,f1 score,0.011725370476325188
133,ecoli,LogisticRegression,SMOTE,geometric mean score,0.006579243830483894
134,ecoli,LogisticRegression,SMOTE,precision score,0.010035516275057383
135,ecoli,LogisticRegression,SMOTE,recall score,0.0028127522457969006
136,ecoli,LogisticRegression,SMOTE,roc auc score,0.004942877161590006
137,ecoli,LogisticRegression,SMOTE,specificity score,0.012649216423516211
138,ecoli,LogisticRegression,SMOTE2,f1 score,0.06855222657513754
139,ecoli,LogisticRegression,SMOTE2,geometric mean score,0.08481941575604263
140,ecoli,LogisticRegression,SMOTE2,precision score,0.07554260281977657
141,ecoli,LogisticRegression,SMOTE2,recall score,0.003518712647744168
142,ecoli,LogisticRegression,SMOTE2,roc auc score,0.0330697311851545
143,ecoli,LogisticRegression,SMOTE2,specificity score,0.12157249459412707
144,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.052635717383204904
145,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.03063349540123285
146,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,precision score,0.03376167456025944
147,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,recall score,0.012865791983633485
148,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.028968593115137282
149,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.056377240575785276
150,eucalyptus,GradientBoostingClassifier,None,f1 score,0.024276429547080505
151,eucalyptus,GradientBoostingClassifier,None,geometric mean score,0.02158985929375248
152,eucalyptus,GradientBoostingClassifier,None,precision score,0.023942417620042927
153,eucalyptus,GradientBoostingClassifier,None,recall score,0.01254543108880513
154,eucalyptus,GradientBoostingClassifier,None,roc auc score,0.00782377629282583
155,eucalyptus,GradientBoostingClassifier,None,specificity score,0.03525565637578161
156,eucalyptus,GradientBoostingClassifier,RandomOverSampler,f1 score,0.02533868455184083
157,eucalyptus,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.028533647067008595
158,eucalyptus,GradientBoostingClassifier,RandomOverSampler,precision score,0.03232168028183474
159,eucalyptus,GradientBoostingClassifier,RandomOverSampler,recall score,0.010453959563324624
160,eucalyptus,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.007355166483633718
161,eucalyptus,GradientBoostingClassifier,RandomOverSampler,specificity score,0.04617395437547586
162,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.020235210633236595
163,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.020736244211966758
164,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,precision score,0.023953250240323427
165,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,recall score,0.012124191150179044
166,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.016108610714727647
167,eucalyptus,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.03689380934909009
168,eucalyptus,GradientBoostingClassifier,SMOTE,f1 score,0.024276429547080505
169,eucalyptus,GradientBoostingClassifier,SMOTE,geometric mean score,0.02158985929375248
170,eucalyptus,GradientBoostingClassifier,SMOTE,precision score,0.023942417620042927
171,eucalyptus,GradientBoostingClassifier,SMOTE,recall score,0.01254543108880513
172,eucalyptus,GradientBoostingClassifier,SMOTE,roc auc score,0.00782377629282583
173,eucalyptus,GradientBoostingClassifier,SMOTE,specificity score,0.03525565637578161
174,eucalyptus,GradientBoostingClassifier,SMOTE2,f1 score,0.036140601889294285
175,eucalyptus,GradientBoostingClassifier,SMOTE2,geometric mean score,0.0308993955162195
176,eucalyptus,GradientBoostingClassifier,SMOTE2,precision score,0.03651111621714793
177,eucalyptus,GradientBoostingClassifier,SMOTE2,recall score,0.013194057169971891
178,eucalyptus,GradientBoostingClassifier,SMOTE2,roc auc score,0.009416259934601852
179,eucalyptus,GradientBoostingClassifier,SMOTE2,specificity score,0.04866025022401254
180,eucalyptus,LogisticRegression,KMeansSMOTE,f1 score,0.043949059474808934
181,eucalyptus,LogisticRegression,KMeansSMOTE,geometric mean score,0.033483269761453036
182,eucalyptus,LogisticRegression,KMeansSMOTE,precision score,0.030249131948718963
183,eucalyptus,LogisticRegression,KMeansSMOTE,recall score,0.020939691149014585
184,eucalyptus,LogisticRegression,KMeansSMOTE,roc auc score,0.039878219535483525
185,eucalyptus,LogisticRegression,KMeansSMOTE,specificity score,0.07529213078853386
186,eucalyptus,LogisticRegression,None,f1 score,0.007274086056078751
187,eucalyptus,LogisticRegression,None,geometric mean score,0.012894235238954558
188,eucalyptus,LogisticRegression,None,precision score,0.011709919880300564
189,eucalyptus,LogisticRegression,None,recall score,0.00560951142565893
190,eucalyptus,LogisticRegression,None,roc auc score,0.006454153781459012
191,eucalyptus,LogisticRegression,None,specificity score,0.026051699242277827
192,eucalyptus,LogisticRegression,RandomOverSampler,f1 score,0.00875634119706079
193,eucalyptus,LogisticRegression,RandomOverSampler,geometric mean score,0.010193459791773633
194,eucalyptus,LogisticRegression,RandomOverSampler,precision score,0.01037383942498319
195,eucalyptus,LogisticRegression,RandomOverSampler,recall score,0.005964459979957784
196,eucalyptus,LogisticRegression,RandomOverSampler,roc auc score,0.0069111969231379555
197,eucalyptus,LogisticRegression,RandomOverSampler,specificity score,0.020853433647430607
198,eucalyptus,LogisticRegression,RandomUnderSampler,f1 score,0.018701034585947848
199,eucalyptus,LogisticRegression,RandomUnderSampler,geometric mean score,0.020927966763375338
200,eucalyptus,LogisticRegression,RandomUnderSampler,precision score,0.02296490809282101
201,eucalyptus,LogisticRegression,RandomUnderSampler,recall score,0.016928430565508374
202,eucalyptus,LogisticRegression,RandomUnderSampler,roc auc score,0.019727939684322394
203,eucalyptus,LogisticRegression,RandomUnderSampler,specificity score,0.03999052566990271
204,eucalyptus,LogisticRegression,SMOTE,f1 score,0.007274086056078751
205,eucalyptus,LogisticRegression,SMOTE,geometric mean score,0.012894235238954558
206,eucalyptus,LogisticRegression,SMOTE,precision score,0.011709919880300564
207,eucalyptus,LogisticRegression,SMOTE,recall score,0.00560951142565893
208,eucalyptus,LogisticRegression,SMOTE,roc auc score,0.006454153781459012
209,eucalyptus,LogisticRegression,SMOTE,specificity score,0.026051699242277827
210,eucalyptus,LogisticRegression,SMOTE2,f1 score,0.011945201682524938
211,eucalyptus,LogisticRegression,SMOTE2,geometric mean score,0.011924560086925561
212,eucalyptus,LogisticRegression,SMOTE2,precision score,0.013622159490329855
213,eucalyptus,LogisticRegression,SMOTE2,recall score,0.004844156668095503
214,eucalyptus,LogisticRegression,SMOTE2,roc auc score,0.009374955365764385
215,eucalyptus,LogisticRegression,SMOTE2,specificity score,0.022354976223317453
216,glass,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.035487216026227744
217,glass,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.027551865525769107
218,glass,GradientBoostingClassifier,KMeansSMOTE,precision score,0.03468541440778511
219,glass,GradientBoostingClassifier,KMeansSMOTE,recall score,0.01499339865700044
220,glass,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.021302046612668477
221,glass,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.03668402229689396
222,glass,GradientBoostingClassifier,None,f1 score,0.02888318133485805
223,glass,GradientBoostingClassifier,None,geometric mean score,0.022457148562601587
224,glass,GradientBoostingClassifier,None,precision score,0.02809820785108236
225,glass,GradientBoostingClassifier,None,recall score,0.01147095443934452
226,glass,GradientBoostingClassifier,None,roc auc score,0.018410731285177857
227,glass,GradientBoostingClassifier,None,specificity score,0.03184573789422257
228,glass,GradientBoostingClassifier,RandomOverSampler,f1 score,0.03258050588441977
229,glass,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.028319388511185182
230,glass,GradientBoostingClassifier,RandomOverSampler,precision score,0.03366081907817177
231,glass,GradientBoostingClassifier,RandomOverSampler,recall score,0.012561134793307902
232,glass,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.02171841263499459
233,glass,GradientBoostingClassifier,RandomOverSampler,specificity score,0.04032859805102949
234,glass,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.02207085996496677
235,glass,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.016575468704741622
236,glass,GradientBoostingClassifier,RandomUnderSampler,precision score,0.018945746686204062
237,glass,GradientBoostingClassifier,RandomUnderSampler,recall score,0.008998596658093163
238,glass,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.022251138593885014
239,glass,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.03388172939540893
240,glass,GradientBoostingClassifier,SMOTE,f1 score,0.02888318133485805
241,glass,GradientBoostingClassifier,SMOTE,geometric mean score,0.022457148562601587
242,glass,GradientBoostingClassifier,SMOTE,precision score,0.02809820785108236
243,glass,GradientBoostingClassifier,SMOTE,recall score,0.01147095443934452
244,glass,GradientBoostingClassifier,SMOTE,roc auc score,0.018410731285177857
245,glass,GradientBoostingClassifier,SMOTE,specificity score,0.03184573789422257
246,glass,GradientBoostingClassifier,SMOTE2,f1 score,0.02657785473600984
247,glass,GradientBoostingClassifier,SMOTE2,geometric mean score,0.020596741640078808
248,glass,GradientBoostingClassifier,SMOTE2,precision score,0.024491936315330788
249,glass,GradientBoostingClassifier,SMOTE2,recall score,0.01427170491994913
250,glass,GradientBoostingClassifier,SMOTE2,roc auc score,0.02081127580112072
251,glass,GradientBoostingClassifier,SMOTE2,specificity score,0.0354623144330301
252,glass,LogisticRegression,KMeansSMOTE,f1 score,0.031656984128896615
253,glass,LogisticRegression,KMeansSMOTE,geometric mean score,0.019421058094524702
254,glass,LogisticRegression,KMeansSMOTE,precision score,0.023260651744231895
255,glass,LogisticRegression,KMeansSMOTE,recall score,0.011578062295873014
256,glass,LogisticRegression,KMeansSMOTE,roc auc score,0.04319294515848447
257,glass,LogisticRegression,KMeansSMOTE,specificity score,0.0582685290784852
258,glass,LogisticRegression,None,f1 score,0.019436722096664128
259,glass,LogisticRegression,None,geometric mean score,0.01742656517129167
260,glass,LogisticRegression,None,precision score,0.01824117302507016
261,glass,LogisticRegression,None,recall score,0.008264847148871842
262,glass,LogisticRegression,None,roc auc score,0.022497468666805073
263,glass,LogisticRegression,None,specificity score,0.01984983212097562
264,glass,LogisticRegression,RandomOverSampler,f1 score,0.02368513075941768
265,glass,LogisticRegression,RandomOverSampler,geometric mean score,0.020142183588231565
266,glass,LogisticRegression,RandomOverSampler,precision score,0.02175272575296193
267,glass,LogisticRegression,RandomOverSampler,recall score,0.00809079291126502
268,glass,LogisticRegression,RandomOverSampler,roc auc score,0.028131021140053374
269,glass,LogisticRegression,RandomOverSampler,specificity score,0.031771932353401575
270,glass,LogisticRegression,RandomUnderSampler,f1 score,0.023508339439782224
271,glass,LogisticRegression,RandomUnderSampler,geometric mean score,0.024007643159202067
272,glass,LogisticRegression,RandomUnderSampler,precision score,0.021315714603591603
273,glass,LogisticRegression,RandomUnderSampler,recall score,0.012119653122280184
274,glass,LogisticRegression,RandomUnderSampler,roc auc score,0.03519519142039381
275,glass,LogisticRegression,RandomUnderSampler,specificity score,0.02661921387551973
276,glass,LogisticRegression,SMOTE,f1 score,0.019436722096664128
277,glass,LogisticRegression,SMOTE,geometric mean score,0.01742656517129167
278,glass,LogisticRegression,SMOTE,precision score,0.01824117302507016
279,glass,LogisticRegression,SMOTE,recall score,0.008264847148871842
280,glass,LogisticRegression,SMOTE,roc auc score,0.022497468666805073
281,glass,LogisticRegression,SMOTE,specificity score,0.01984983212097562
282,glass,LogisticRegression,SMOTE2,f1 score,0.014965088651994508
283,glass,LogisticRegression,SMOTE2,geometric mean score,0.018005004676833403
284,glass,LogisticRegression,SMOTE2,precision score,0.018888257368622235
285,glass,LogisticRegression,SMOTE2,recall score,0.010529682879570505
286,glass,LogisticRegression,SMOTE2,roc auc score,0.01690199818429721
287,glass,LogisticRegression,SMOTE2,specificity score,0.0318051987990902
288,haberman,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.034261751796343984
289,haberman,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.024214210760986277
290,haberman,GradientBoostingClassifier,KMeansSMOTE,precision score,0.026635003728694658
291,haberman,GradientBoostingClassifier,KMeansSMOTE,recall score,0.01721121280825423
292,haberman,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.053793429879284954
293,haberman,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.05898673372170153
294,haberman,GradientBoostingClassifier,None,f1 score,0.02478592530396054
295,haberman,GradientBoostingClassifier,None,geometric mean score,0.023374864357099755
296,haberman,GradientBoostingClassifier,None,precision score,0.02585941009658673
297,haberman,GradientBoostingClassifier,None,recall score,0.02155965393107461
298,haberman,GradientBoostingClassifier,None,roc auc score,0.022315149616579932
299,haberman,GradientBoostingClassifier,None,specificity score,0.03640455446675027
300,haberman,GradientBoostingClassifier,RandomOverSampler,f1 score,0.021201245007397455
301,haberman,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.024912992878498207
302,haberman,GradientBoostingClassifier,RandomOverSampler,precision score,0.026801227847510406
303,haberman,GradientBoostingClassifier,RandomOverSampler,recall score,0.020928030641679786
304,haberman,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.026196920804018066
305,haberman,GradientBoostingClassifier,RandomOverSampler,specificity score,0.04413636774385895
306,haberman,GradientBoostingClassifier,RandomUnderSampler,f1 score,0.024936705952646403
307,haberman,GradientBoostingClassifier,RandomUnderSampler,geometric mean score,0.02702196512662676
308,haberman,GradientBoostingClassifier,RandomUnderSampler,precision score,0.029081425171877236
309,haberman,GradientBoostingClassifier,RandomUnderSampler,recall score,0.028424431924678164
310,haberman,GradientBoostingClassifier,RandomUnderSampler,roc auc score,0.027850275763128526
311,haberman,GradientBoostingClassifier,RandomUnderSampler,specificity score,0.043440219169691166
312,haberman,GradientBoostingClassifier,SMOTE,f1 score,0.02478592530396054
313,haberman,GradientBoostingClassifier,SMOTE,geometric mean score,0.023374864357099755
314,haberman,GradientBoostingClassifier,SMOTE,precision score,0.02585941009658673
315,haberman,GradientBoostingClassifier,SMOTE,recall score,0.02155965393107461
316,haberman,GradientBoostingClassifier,SMOTE,roc auc score,0.022315149616579932
317,haberman,GradientBoostingClassifier,SMOTE,specificity score,0.03640455446675027
318,haberman,GradientBoostingClassifier,SMOTE2,f1 score,0.0398863220223867
319,haberman,GradientBoostingClassifier,SMOTE2,geometric mean score,0.03716056219121217
320,haberman,GradientBoostingClassifier,SMOTE2,precision score,0.041567139823926735
321,haberman,GradientBoostingClassifier,SMOTE2,recall score,0.016986718533151833
322,haberman,GradientBoostingClassifier,SMOTE2,roc auc score,0.02132804167175288
323,haberman,GradientBoostingClassifier,SMOTE2,specificity score,0.05172291575385434
324,haberman,LogisticRegression,KMeansSMOTE,f1 score,0.04630128171115576
325,haberman,LogisticRegression,KMeansSMOTE,geometric mean score,0.03648947321732447
326,haberman,LogisticRegression,KMeansSMOTE,precision score,0.03989102843061393
327,haberman,LogisticRegression,KMeansSMOTE,recall score,0.0394732127841015
328,haberman,LogisticRegression,KMeansSMOTE,roc auc score,0.04978873651100948
329,haberman,LogisticRegression,KMeansSMOTE,specificity score,0.055408388262451536
330,haberman,LogisticRegression,None,f1 score,0.026812336124720844
331,haberman,LogisticRegression,None,geometric mean score,0.01739913902693741
332,haberman,LogisticRegression,None,precision score,0.021922913720171064
333,haberman,LogisticRegression,None,recall score,0.009345505525957308
334,haberman,LogisticRegression,None,roc auc score,0.02154306079803683
335,haberman,LogisticRegression,None,specificity score,0.02794547329702022
336,haberman,LogisticRegression,RandomOverSampler,f1 score,0.029312890252506225
337,haberman,LogisticRegression,RandomOverSampler,geometric mean score,0.01379211558773657
338,haberman,LogisticRegression,RandomOverSampler,precision score,0.01870422810731923
339,haberman,LogisticRegression,RandomOverSampler,recall score,0.009319893786940344
340,haberman,LogisticRegression,RandomOverSampler,roc auc score,0.025074140504628587
341,haberman,LogisticRegression,RandomOverSampler,specificity score,0.024005766914187515
342,haberman,LogisticRegression,RandomUnderSampler,f1 score,0.040336951735888645
343,haberman,LogisticRegression,RandomUnderSampler,geometric mean score,0.01724406160029555
344,haberman,LogisticRegression,RandomUnderSampler,precision score,0.02122993161524518
345,haberman,LogisticRegression,RandomUnderSampler,recall score,0.01586559831331449
346,haberman,LogisticRegression,RandomUnderSampler,roc auc score,0.050193277232763726
347,haberman,LogisticRegression,RandomUnderSampler,specificity score,0.041596659894394254
348,haberman,LogisticRegression,SMOTE,f1 score,0.026812336124720844
349,haberman,LogisticRegression,SMOTE,geometric mean score,0.01739913902693741
350,haberman,LogisticRegression,SMOTE,precision score,0.021922913720171064
351,haberman,LogisticRegression,SMOTE,recall score,0.009345505525957308
352,haberman,LogisticRegression,SMOTE,roc auc score,0.02154306079803683
353,haberman,LogisticRegression,SMOTE,specificity score,0.02794547329702022
354,haberman,LogisticRegression,SMOTE2,f1 score,0.04017753841484921
355,haberman,LogisticRegression,SMOTE2,geometric mean score,0.026542992205285373
356,haberman,LogisticRegression,SMOTE2,precision score,0.03415399504858482
357,haberman,LogisticRegression,SMOTE2,recall score,0.015353168321923977
358,haberman,LogisticRegression,SMOTE2,roc auc score,0.028349046374350824
359,haberman,LogisticRegression,SMOTE2,specificity score,0.03321445477207651
