,Dataset,Classifier,Oversampling method,Metric,Std CV score
0,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.025974916408155864
1,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.06005797293419177
2,breast_tissue,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.02719660827796847
3,breast_tissue,GradientBoostingClassifier,None,f1 score,0.02000373915180463
4,breast_tissue,GradientBoostingClassifier,None,geometric mean score,0.041450533034228264
5,breast_tissue,GradientBoostingClassifier,None,roc auc score,0.025197758084989464
6,breast_tissue,GradientBoostingClassifier,RandomOverSampler,f1 score,0.0308000824394566
7,breast_tissue,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.040452140798193814
8,breast_tissue,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.03154616778122183
9,breast_tissue,GradientBoostingClassifier,SMOTE,f1 score,0.025787646516896766
10,breast_tissue,GradientBoostingClassifier,SMOTE,geometric mean score,0.04215931507302424
11,breast_tissue,GradientBoostingClassifier,SMOTE,roc auc score,0.03716168870052422
12,breast_tissue,GradientBoostingClassifier,SMOTE2,f1 score,0.03441270964821766
13,breast_tissue,GradientBoostingClassifier,SMOTE2,geometric mean score,0.019291551459496587
14,breast_tissue,GradientBoostingClassifier,SMOTE2,roc auc score,0.025816953201844368
15,breast_tissue,LogisticRegression,KMeansSMOTE,f1 score,0.023170390995399207
16,breast_tissue,LogisticRegression,KMeansSMOTE,geometric mean score,0.028536861948785575
17,breast_tissue,LogisticRegression,KMeansSMOTE,roc auc score,0.015986707485353375
18,breast_tissue,LogisticRegression,None,f1 score,0.01550658527238981
19,breast_tissue,LogisticRegression,None,geometric mean score,0.03147601027883727
20,breast_tissue,LogisticRegression,None,roc auc score,0.02064723866700919
21,breast_tissue,LogisticRegression,RandomOverSampler,f1 score,0.027826246445159054
22,breast_tissue,LogisticRegression,RandomOverSampler,geometric mean score,0.024998288810558482
23,breast_tissue,LogisticRegression,RandomOverSampler,roc auc score,0.020018186188944877
24,breast_tissue,LogisticRegression,SMOTE,f1 score,0.013831597246223756
25,breast_tissue,LogisticRegression,SMOTE,geometric mean score,0.028103941859120383
26,breast_tissue,LogisticRegression,SMOTE,roc auc score,0.038384093815223
27,breast_tissue,LogisticRegression,SMOTE2,f1 score,0.011944046024191815
28,breast_tissue,LogisticRegression,SMOTE2,geometric mean score,0.017865053778865967
29,breast_tissue,LogisticRegression,SMOTE2,roc auc score,0.03106116051835153
30,ecoli,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.0037242360551631303
31,ecoli,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.02177501890291804
32,ecoli,GradientBoostingClassifier,KMeansSMOTE,roc auc score,0.020622325717509375
33,ecoli,GradientBoostingClassifier,None,f1 score,0.012825126921550025
34,ecoli,GradientBoostingClassifier,None,geometric mean score,0.03604947496361351
35,ecoli,GradientBoostingClassifier,None,roc auc score,0.015884006533681206
36,ecoli,GradientBoostingClassifier,RandomOverSampler,f1 score,0.008869578850390872
37,ecoli,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.03097610244274057
38,ecoli,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.02419494676198933
39,ecoli,GradientBoostingClassifier,SMOTE,f1 score,0.004811783133737998
40,ecoli,GradientBoostingClassifier,SMOTE,geometric mean score,0.02498351264759171
41,ecoli,GradientBoostingClassifier,SMOTE,roc auc score,0.016266510043909683
42,ecoli,GradientBoostingClassifier,SMOTE2,f1 score,0.011314428490338618
43,ecoli,GradientBoostingClassifier,SMOTE2,geometric mean score,0.03888984683329321
44,ecoli,GradientBoostingClassifier,SMOTE2,roc auc score,0.017113758185468234
45,ecoli,LogisticRegression,KMeansSMOTE,f1 score,0.0038810876862979127
46,ecoli,LogisticRegression,KMeansSMOTE,geometric mean score,0.009064087346628107
47,ecoli,LogisticRegression,KMeansSMOTE,roc auc score,0.006259674581483845
48,ecoli,LogisticRegression,None,f1 score,0.0025553585041641434
49,ecoli,LogisticRegression,None,geometric mean score,0.009100047809941043
50,ecoli,LogisticRegression,None,roc auc score,0.006121215843646907
51,ecoli,LogisticRegression,RandomOverSampler,f1 score,0.0030515535337372396
52,ecoli,LogisticRegression,RandomOverSampler,geometric mean score,0.014933731857248106
53,ecoli,LogisticRegression,RandomOverSampler,roc auc score,0.006610387587215351
54,ecoli,LogisticRegression,SMOTE,f1 score,0.0021898825637889836
55,ecoli,LogisticRegression,SMOTE,geometric mean score,0.005604223288838983
56,ecoli,LogisticRegression,SMOTE,roc auc score,0.00612301411855708
57,ecoli,LogisticRegression,SMOTE2,f1 score,0.0034282274181061233
58,ecoli,LogisticRegression,SMOTE2,geometric mean score,0.022737966981887365
59,ecoli,LogisticRegression,SMOTE2,roc auc score,0.01251226270389054
60,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.009717378866634534
