,Dataset,Classifier,Oversampling method,Metric,Std CV score
26,breast_tissue,GradientBoostingClassifier,SMOTE2,geometric mean score,0.02826046813281834
27,breast_tissue,GradientBoostingClassifier,SMOTE2,precision score,0.03840773205550061
28,breast_tissue,GradientBoostingClassifier,SMOTE2,recall score,0.03192411254304841
29,breast_tissue,GradientBoostingClassifier,SMOTE2,specificity score,0.032817191850110825
30,breast_tissue,LogisticRegression,KMeansSMOTE,average precision score,0.041981041971849604
31,breast_tissue,LogisticRegression,KMeansSMOTE,f1 score,0.07106142168277732
32,breast_tissue,LogisticRegression,KMeansSMOTE,geometric mean score,0.0292108013887102
33,breast_tissue,LogisticRegression,KMeansSMOTE,precision score,0.04757025808953552
34,breast_tissue,LogisticRegression,KMeansSMOTE,recall score,0.03289918248877959
35,breast_tissue,LogisticRegression,KMeansSMOTE,specificity score,0.040159759164745644
36,breast_tissue,LogisticRegression,KMeansSMOTE2,average precision score,0.02925341737582131
37,breast_tissue,LogisticRegression,KMeansSMOTE2,f1 score,0.04233010907652766
38,breast_tissue,LogisticRegression,KMeansSMOTE2,geometric mean score,0.02504959218860249
39,breast_tissue,LogisticRegression,KMeansSMOTE2,precision score,0.0261397228227307
40,breast_tissue,LogisticRegression,KMeansSMOTE2,recall score,0.017511986639923472
41,breast_tissue,LogisticRegression,KMeansSMOTE2,specificity score,0.020235041104845176
42,breast_tissue,LogisticRegression,RandomOverSampler,average precision score,0.019072079854313466
43,breast_tissue,LogisticRegression,RandomOverSampler,f1 score,0.034146460952936664
44,breast_tissue,LogisticRegression,RandomOverSampler,geometric mean score,0.01683965954866777
45,breast_tissue,LogisticRegression,RandomOverSampler,precision score,0.021731256121913803
46,breast_tissue,LogisticRegression,RandomOverSampler,recall score,0.025019374253828483
47,breast_tissue,LogisticRegression,RandomOverSampler,specificity score,0.01849336412858617
48,breast_tissue,LogisticRegression,SMOTE,average precision score,0.01585771615404768
49,breast_tissue,LogisticRegression,SMOTE,f1 score,0.04943091783347826
50,breast_tissue,LogisticRegression,SMOTE,geometric mean score,0.014974546720480333
51,breast_tissue,LogisticRegression,SMOTE,precision score,0.026296799915324885
52,breast_tissue,LogisticRegression,SMOTE,recall score,0.0260361154827366
53,breast_tissue,LogisticRegression,SMOTE,specificity score,0.02355111809775872
54,breast_tissue,LogisticRegression,SMOTE2,average precision score,0.02668401364282733
55,breast_tissue,LogisticRegression,SMOTE2,f1 score,0.03939268034478269
56,breast_tissue,LogisticRegression,SMOTE2,geometric mean score,0.02393121689970531
57,breast_tissue,LogisticRegression,SMOTE2,precision score,0.025872405030796946
58,breast_tissue,LogisticRegression,SMOTE2,recall score,0.029778863918184444
59,breast_tissue,LogisticRegression,SMOTE2,specificity score,0.023290425316060296
60,breast_tissue,RandomForestClassifier,KMeansSMOTE,average precision score,0.0412709331902115
61,breast_tissue,RandomForestClassifier,KMeansSMOTE,f1 score,0.060646381088195624
62,breast_tissue,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.025740036820394403
63,breast_tissue,RandomForestClassifier,KMeansSMOTE,precision score,0.05087861377680365
64,breast_tissue,RandomForestClassifier,KMeansSMOTE,recall score,0.046651132558167566
65,breast_tissue,RandomForestClassifier,KMeansSMOTE,specificity score,0.04053298063719891
66,breast_tissue,RandomForestClassifier,KMeansSMOTE2,average precision score,0.031177415401681334
67,breast_tissue,RandomForestClassifier,KMeansSMOTE2,f1 score,0.06341071728986639
68,breast_tissue,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.03523544831446494
69,breast_tissue,RandomForestClassifier,KMeansSMOTE2,precision score,0.0425057535797975
70,breast_tissue,RandomForestClassifier,KMeansSMOTE2,recall score,0.030134080211891644
71,breast_tissue,RandomForestClassifier,KMeansSMOTE2,specificity score,0.03537733701611913
72,breast_tissue,RandomForestClassifier,RandomOverSampler,average precision score,0.03154408615778488
73,breast_tissue,RandomForestClassifier,RandomOverSampler,f1 score,0.07834887333817105
74,breast_tissue,RandomForestClassifier,RandomOverSampler,geometric mean score,0.032688182182395005
75,breast_tissue,RandomForestClassifier,RandomOverSampler,precision score,0.04812938289668457
76,breast_tissue,RandomForestClassifier,RandomOverSampler,recall score,0.03886500262707753
77,breast_tissue,RandomForestClassifier,RandomOverSampler,specificity score,0.040428651762599015
78,breast_tissue,RandomForestClassifier,SMOTE,average precision score,0.04655646498698936
79,breast_tissue,RandomForestClassifier,SMOTE,f1 score,0.051135930635126205
80,breast_tissue,RandomForestClassifier,SMOTE,geometric mean score,0.03698010747557138
81,breast_tissue,RandomForestClassifier,SMOTE,precision score,0.027325793631383873
82,breast_tissue,RandomForestClassifier,SMOTE,recall score,0.04125856696023395
83,breast_tissue,RandomForestClassifier,SMOTE,specificity score,0.02305621050844972
84,breast_tissue,RandomForestClassifier,SMOTE2,average precision score,0.06084751925951651
85,breast_tissue,RandomForestClassifier,SMOTE2,f1 score,0.09076908098631456
86,breast_tissue,RandomForestClassifier,SMOTE2,geometric mean score,0.0471334810635909
87,breast_tissue,RandomForestClassifier,SMOTE2,precision score,0.059714177534172665
88,breast_tissue,RandomForestClassifier,SMOTE2,recall score,0.03390279370403197
89,breast_tissue,RandomForestClassifier,SMOTE2,specificity score,0.05043198219828713
90,ecoli,GradientBoostingClassifier,KMeansSMOTE,average precision score,0.04361538844987515
91,ecoli,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.021843607052328504
92,ecoli,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.007899204174101584
93,ecoli,GradientBoostingClassifier,KMeansSMOTE,precision score,0.02985889086837411
94,ecoli,GradientBoostingClassifier,KMeansSMOTE,recall score,0.024807576932799596
95,ecoli,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.01526192572297725
96,ecoli,GradientBoostingClassifier,KMeansSMOTE2,average precision score,0.02725223199375874
97,ecoli,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.035401839727554334
98,ecoli,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.005770864462684297
99,ecoli,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.030390888522149467
100,ecoli,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.023275813945339736
101,ecoli,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.02163500936704757
102,ecoli,GradientBoostingClassifier,RandomOverSampler,average precision score,0.03326166790362201
103,ecoli,GradientBoostingClassifier,RandomOverSampler,f1 score,0.03134025611447766
104,ecoli,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.007591483484546868
105,ecoli,GradientBoostingClassifier,RandomOverSampler,precision score,0.029272411245652573
106,ecoli,GradientBoostingClassifier,RandomOverSampler,recall score,0.01904181464545993
107,ecoli,GradientBoostingClassifier,RandomOverSampler,specificity score,0.019009664067909278
108,ecoli,GradientBoostingClassifier,SMOTE,average precision score,0.026227352666095684
109,ecoli,GradientBoostingClassifier,SMOTE,f1 score,0.042389053553050365
110,ecoli,GradientBoostingClassifier,SMOTE,geometric mean score,0.005285757288118504
111,ecoli,GradientBoostingClassifier,SMOTE,precision score,0.024698182835790814
112,ecoli,GradientBoostingClassifier,SMOTE,recall score,0.015354852946284745
113,ecoli,GradientBoostingClassifier,SMOTE,specificity score,0.02242280624340011
114,ecoli,GradientBoostingClassifier,SMOTE2,average precision score,0.039921768146294154
115,ecoli,GradientBoostingClassifier,SMOTE2,f1 score,0.03186675351912109
116,ecoli,GradientBoostingClassifier,SMOTE2,geometric mean score,0.008925655506657911
117,ecoli,GradientBoostingClassifier,SMOTE2,precision score,0.03387698321090753
118,ecoli,GradientBoostingClassifier,SMOTE2,recall score,0.027669277341586924
119,ecoli,GradientBoostingClassifier,SMOTE2,specificity score,0.019985904221143935
120,ecoli,LogisticRegression,KMeansSMOTE,average precision score,0.03579057873562384
121,ecoli,LogisticRegression,KMeansSMOTE,f1 score,0.04845284121182605
122,ecoli,LogisticRegression,KMeansSMOTE,geometric mean score,0.01594944161064565
123,ecoli,LogisticRegression,KMeansSMOTE,precision score,0.03038713703924883
124,ecoli,LogisticRegression,KMeansSMOTE,recall score,0.016859111066998052
125,ecoli,LogisticRegression,KMeansSMOTE,specificity score,0.02499794515974312
126,ecoli,LogisticRegression,KMeansSMOTE2,average precision score,0.02863276924708283
127,ecoli,LogisticRegression,KMeansSMOTE2,f1 score,0.03125600343203443
128,ecoli,LogisticRegression,KMeansSMOTE2,geometric mean score,0.015652594825240364
129,ecoli,LogisticRegression,KMeansSMOTE2,precision score,0.02164198451350946
130,ecoli,LogisticRegression,KMeansSMOTE2,recall score,0.025702372582750408
131,ecoli,LogisticRegression,KMeansSMOTE2,specificity score,0.01478838884543872
132,ecoli,LogisticRegression,RandomOverSampler,average precision score,0.007319540547616456
133,ecoli,LogisticRegression,RandomOverSampler,f1 score,0.010626732481235883
134,ecoli,LogisticRegression,RandomOverSampler,geometric mean score,0.0026062856936705397
135,ecoli,LogisticRegression,RandomOverSampler,precision score,0.007111103654471435
136,ecoli,LogisticRegression,RandomOverSampler,recall score,0.012443578519333883
137,ecoli,LogisticRegression,RandomOverSampler,specificity score,0.0057886477401494175
138,ecoli,LogisticRegression,SMOTE,average precision score,0.011276636119068418
139,ecoli,LogisticRegression,SMOTE,f1 score,0.013597905404384025
140,ecoli,LogisticRegression,SMOTE,geometric mean score,0.004125436189477102
141,ecoli,LogisticRegression,SMOTE,precision score,0.010135753201560268
142,ecoli,LogisticRegression,SMOTE,recall score,0.008773456306079622
143,ecoli,LogisticRegression,SMOTE,specificity score,0.007112965222254208
144,ecoli,LogisticRegression,SMOTE2,average precision score,0.015019763471731815
145,ecoli,LogisticRegression,SMOTE2,f1 score,0.008135568809879472
146,ecoli,LogisticRegression,SMOTE2,geometric mean score,0.009504734883629294
147,ecoli,LogisticRegression,SMOTE2,precision score,0.01106980688437854
148,ecoli,LogisticRegression,SMOTE2,recall score,0.0163065134675765
149,ecoli,LogisticRegression,SMOTE2,specificity score,0.004720580909316218
150,ecoli,RandomForestClassifier,KMeansSMOTE,average precision score,0.05201288216822347
151,ecoli,RandomForestClassifier,KMeansSMOTE,f1 score,0.048313863118314836
152,ecoli,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.009588138960590277
153,ecoli,RandomForestClassifier,KMeansSMOTE,precision score,0.03601194789136139
154,ecoli,RandomForestClassifier,KMeansSMOTE,recall score,0.025181815231558404
155,ecoli,RandomForestClassifier,KMeansSMOTE,specificity score,0.027635215784613233
156,ecoli,RandomForestClassifier,KMeansSMOTE2,average precision score,0.025849822072367044
157,ecoli,RandomForestClassifier,KMeansSMOTE2,f1 score,0.03955530206964321
158,ecoli,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.004412117574317161
159,ecoli,RandomForestClassifier,KMeansSMOTE2,precision score,0.03223630496932907
160,ecoli,RandomForestClassifier,KMeansSMOTE2,recall score,0.01995978615355564
161,ecoli,RandomForestClassifier,KMeansSMOTE2,specificity score,0.024975121773459393
162,ecoli,RandomForestClassifier,RandomOverSampler,average precision score,0.034852240761597694
163,ecoli,RandomForestClassifier,RandomOverSampler,f1 score,0.04042765953613745
164,ecoli,RandomForestClassifier,RandomOverSampler,geometric mean score,0.006530457092410815
165,ecoli,RandomForestClassifier,RandomOverSampler,precision score,0.03119073581949442
166,ecoli,RandomForestClassifier,RandomOverSampler,recall score,0.0253571080620823
167,ecoli,RandomForestClassifier,RandomOverSampler,specificity score,0.02361906719811199
168,ecoli,RandomForestClassifier,SMOTE,average precision score,0.025548110969439587
169,ecoli,RandomForestClassifier,SMOTE,f1 score,0.04142124136722804
170,ecoli,RandomForestClassifier,SMOTE,geometric mean score,0.005693887575105216
171,ecoli,RandomForestClassifier,SMOTE,precision score,0.026782831903930094
172,ecoli,RandomForestClassifier,SMOTE,recall score,0.017671432245433754
173,ecoli,RandomForestClassifier,SMOTE,specificity score,0.023037710816413353
174,ecoli,RandomForestClassifier,SMOTE2,average precision score,0.0376175504066064
175,ecoli,RandomForestClassifier,SMOTE2,f1 score,0.04090410317106451
176,ecoli,RandomForestClassifier,SMOTE2,geometric mean score,0.006401397540417229
177,ecoli,RandomForestClassifier,SMOTE2,precision score,0.03484965865667975
178,ecoli,RandomForestClassifier,SMOTE2,recall score,0.02865113514570777
179,ecoli,RandomForestClassifier,SMOTE2,specificity score,0.02537900491708127
180,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,average precision score,0.034528236975230595
181,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.033307310736493234
182,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.008659670858748142
183,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,precision score,0.026174830705981415
184,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,recall score,0.026091462269823004
185,eucalyptus,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.022335077789497927
186,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,average precision score,0.04694763096600452
187,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.03847650831946273
188,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.007354072899224724
189,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.03231874411631919
190,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.033911546435272916
191,eucalyptus,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.02643043882047523
192,eucalyptus,GradientBoostingClassifier,RandomOverSampler,average precision score,0.027498973714616938
193,eucalyptus,GradientBoostingClassifier,RandomOverSampler,f1 score,0.03607716575453767
194,eucalyptus,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.010143194474844382
195,eucalyptus,GradientBoostingClassifier,RandomOverSampler,precision score,0.02512240644910896
196,eucalyptus,GradientBoostingClassifier,RandomOverSampler,recall score,0.0386752135092094
197,eucalyptus,GradientBoostingClassifier,RandomOverSampler,specificity score,0.020903257440689684
198,eucalyptus,GradientBoostingClassifier,SMOTE,average precision score,0.027784820728174116
199,eucalyptus,GradientBoostingClassifier,SMOTE,f1 score,0.025754257367502437
200,eucalyptus,GradientBoostingClassifier,SMOTE,geometric mean score,0.008292936815286736
201,eucalyptus,GradientBoostingClassifier,SMOTE,precision score,0.023249324733173683
202,eucalyptus,GradientBoostingClassifier,SMOTE,recall score,0.01702085557100779
203,eucalyptus,GradientBoostingClassifier,SMOTE,specificity score,0.017269319556264987
204,eucalyptus,GradientBoostingClassifier,SMOTE2,average precision score,0.03362258841364828
205,eucalyptus,GradientBoostingClassifier,SMOTE2,f1 score,0.04064586808813339
206,eucalyptus,GradientBoostingClassifier,SMOTE2,geometric mean score,0.008006239455670073
207,eucalyptus,GradientBoostingClassifier,SMOTE2,precision score,0.0324323133929331
208,eucalyptus,GradientBoostingClassifier,SMOTE2,recall score,0.026021408035516027
209,eucalyptus,GradientBoostingClassifier,SMOTE2,specificity score,0.02645853737755856
210,eucalyptus,LogisticRegression,KMeansSMOTE,average precision score,0.04653487397457094
211,eucalyptus,LogisticRegression,KMeansSMOTE,f1 score,0.07757169742141741
212,eucalyptus,LogisticRegression,KMeansSMOTE,geometric mean score,0.023062116645379997
213,eucalyptus,LogisticRegression,KMeansSMOTE,precision score,0.041846830829767694
214,eucalyptus,LogisticRegression,KMeansSMOTE,recall score,0.04194559079912533
215,eucalyptus,LogisticRegression,KMeansSMOTE,specificity score,0.047337599124734044
216,eucalyptus,LogisticRegression,KMeansSMOTE2,average precision score,0.03538146850022815
217,eucalyptus,LogisticRegression,KMeansSMOTE2,f1 score,0.06817402374701913
218,eucalyptus,LogisticRegression,KMeansSMOTE2,geometric mean score,0.016133820346218814
219,eucalyptus,LogisticRegression,KMeansSMOTE2,precision score,0.04924845421136514
220,eucalyptus,LogisticRegression,KMeansSMOTE2,recall score,0.054040060502438474
221,eucalyptus,LogisticRegression,KMeansSMOTE2,specificity score,0.04679229953373169
222,eucalyptus,LogisticRegression,RandomOverSampler,average precision score,0.012629829284527156
223,eucalyptus,LogisticRegression,RandomOverSampler,f1 score,0.021340007716519456
224,eucalyptus,LogisticRegression,RandomOverSampler,geometric mean score,0.008795135909230443
225,eucalyptus,LogisticRegression,RandomOverSampler,precision score,0.014467183543125216
226,eucalyptus,LogisticRegression,RandomOverSampler,recall score,0.014636898336613434
227,eucalyptus,LogisticRegression,RandomOverSampler,specificity score,0.012416129543874459
228,eucalyptus,LogisticRegression,SMOTE,average precision score,0.028375042390086976
229,eucalyptus,LogisticRegression,SMOTE,f1 score,0.032076067675259806
230,eucalyptus,LogisticRegression,SMOTE,geometric mean score,0.030939768640674523
231,eucalyptus,LogisticRegression,SMOTE,precision score,0.03156028757865837
232,eucalyptus,LogisticRegression,SMOTE,recall score,0.04806846764207818
233,eucalyptus,LogisticRegression,SMOTE,specificity score,0.02594778706281928
234,eucalyptus,LogisticRegression,SMOTE2,average precision score,0.01158085709195753
235,eucalyptus,LogisticRegression,SMOTE2,f1 score,0.031219145369394272
236,eucalyptus,LogisticRegression,SMOTE2,geometric mean score,0.006225543579234914
237,eucalyptus,LogisticRegression,SMOTE2,precision score,0.017466391839134857
238,eucalyptus,LogisticRegression,SMOTE2,recall score,0.02028950763951349
239,eucalyptus,LogisticRegression,SMOTE2,specificity score,0.0176446390376284
240,eucalyptus,RandomForestClassifier,KMeansSMOTE,average precision score,0.07131731227550571
241,eucalyptus,RandomForestClassifier,KMeansSMOTE,f1 score,0.03403403046983826
242,eucalyptus,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.010233098334262954
243,eucalyptus,RandomForestClassifier,KMeansSMOTE,precision score,0.04346976888889861
244,eucalyptus,RandomForestClassifier,KMeansSMOTE,recall score,0.03312775225802216
245,eucalyptus,RandomForestClassifier,KMeansSMOTE,specificity score,0.0309215229476214
246,eucalyptus,RandomForestClassifier,KMeansSMOTE2,average precision score,0.04361635896371766
247,eucalyptus,RandomForestClassifier,KMeansSMOTE2,f1 score,0.03109540288975367
248,eucalyptus,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.004315394585407474
249,eucalyptus,RandomForestClassifier,KMeansSMOTE2,precision score,0.03628324483283495
250,eucalyptus,RandomForestClassifier,KMeansSMOTE2,recall score,0.030718802100472883
251,eucalyptus,RandomForestClassifier,KMeansSMOTE2,specificity score,0.02647712905001753
252,eucalyptus,RandomForestClassifier,RandomOverSampler,average precision score,0.02726079994027009
253,eucalyptus,RandomForestClassifier,RandomOverSampler,f1 score,0.03974656705179331
254,eucalyptus,RandomForestClassifier,RandomOverSampler,geometric mean score,0.00676572277871437
255,eucalyptus,RandomForestClassifier,RandomOverSampler,precision score,0.03141397470576453
256,eucalyptus,RandomForestClassifier,RandomOverSampler,recall score,0.0354259457808976
257,eucalyptus,RandomForestClassifier,RandomOverSampler,specificity score,0.0274854225579102
258,eucalyptus,RandomForestClassifier,SMOTE,average precision score,0.03924726648556485
259,eucalyptus,RandomForestClassifier,SMOTE,f1 score,0.028525159607860215
260,eucalyptus,RandomForestClassifier,SMOTE,geometric mean score,0.008255610577798377
261,eucalyptus,RandomForestClassifier,SMOTE,precision score,0.027572720405789945
262,eucalyptus,RandomForestClassifier,SMOTE,recall score,0.03920522164014043
263,eucalyptus,RandomForestClassifier,SMOTE,specificity score,0.02021190900714566
264,eucalyptus,RandomForestClassifier,SMOTE2,average precision score,0.04336144671244826
265,eucalyptus,RandomForestClassifier,SMOTE2,f1 score,0.036077165754537684
266,eucalyptus,RandomForestClassifier,SMOTE2,geometric mean score,0.012280403088039443
267,eucalyptus,RandomForestClassifier,SMOTE2,precision score,0.031246161392992685
268,eucalyptus,RandomForestClassifier,SMOTE2,recall score,0.026836811931215135
269,eucalyptus,RandomForestClassifier,SMOTE2,specificity score,0.024874837394766494
270,glass,GradientBoostingClassifier,KMeansSMOTE,average precision score,0.03969146489605649
271,glass,GradientBoostingClassifier,KMeansSMOTE,f1 score,0.02015909559558633
272,glass,GradientBoostingClassifier,KMeansSMOTE,geometric mean score,0.027350102755077623
273,glass,GradientBoostingClassifier,KMeansSMOTE,precision score,0.028828879689672328
274,glass,GradientBoostingClassifier,KMeansSMOTE,recall score,0.026320217924367242
275,glass,GradientBoostingClassifier,KMeansSMOTE,specificity score,0.02122687848794721
276,glass,GradientBoostingClassifier,KMeansSMOTE2,average precision score,0.04666898023063605
277,glass,GradientBoostingClassifier,KMeansSMOTE2,f1 score,0.042880963488157266
278,glass,GradientBoostingClassifier,KMeansSMOTE2,geometric mean score,0.03326413857222204
279,glass,GradientBoostingClassifier,KMeansSMOTE2,precision score,0.04111517876195164
280,glass,GradientBoostingClassifier,KMeansSMOTE2,recall score,0.03428614439177749
281,glass,GradientBoostingClassifier,KMeansSMOTE2,specificity score,0.03267285647905068
282,glass,GradientBoostingClassifier,RandomOverSampler,average precision score,0.058614913523538
283,glass,GradientBoostingClassifier,RandomOverSampler,f1 score,0.024369681080723106
284,glass,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.04141513584869981
285,glass,GradientBoostingClassifier,RandomOverSampler,precision score,0.034807523407993604
286,glass,GradientBoostingClassifier,RandomOverSampler,recall score,0.03171649117409124
287,glass,GradientBoostingClassifier,RandomOverSampler,specificity score,0.024771051490372956
288,glass,GradientBoostingClassifier,SMOTE,average precision score,0.038349154166828096
289,glass,GradientBoostingClassifier,SMOTE,f1 score,0.027102697879562005
290,glass,GradientBoostingClassifier,SMOTE,geometric mean score,0.030039126291682067
291,glass,GradientBoostingClassifier,SMOTE,precision score,0.020888512220202042
292,glass,GradientBoostingClassifier,SMOTE,recall score,0.028150264058641284
293,glass,GradientBoostingClassifier,SMOTE,specificity score,0.01580579683795149
294,glass,GradientBoostingClassifier,SMOTE2,average precision score,0.03854945011217313
295,glass,GradientBoostingClassifier,SMOTE2,f1 score,0.03603543090472001
296,glass,GradientBoostingClassifier,SMOTE2,geometric mean score,0.026605269468878912
297,glass,GradientBoostingClassifier,SMOTE2,precision score,0.03132572353961387
298,glass,GradientBoostingClassifier,SMOTE2,recall score,0.038938607460780476
299,glass,GradientBoostingClassifier,SMOTE2,specificity score,0.024487495794967135
300,glass,LogisticRegression,KMeansSMOTE,average precision score,0.033977844448975045
301,glass,LogisticRegression,KMeansSMOTE,f1 score,0.048399715551103124
302,glass,LogisticRegression,KMeansSMOTE,geometric mean score,0.046040962557228934
303,glass,LogisticRegression,KMeansSMOTE,precision score,0.022637691973809257
304,glass,LogisticRegression,KMeansSMOTE,recall score,0.034912354848142625
305,glass,LogisticRegression,KMeansSMOTE,specificity score,0.020888838745907773
306,glass,LogisticRegression,KMeansSMOTE2,average precision score,0.018082131595082845
307,glass,LogisticRegression,KMeansSMOTE2,f1 score,0.049494032983865135
308,glass,LogisticRegression,KMeansSMOTE2,geometric mean score,0.027593913092936316
309,glass,LogisticRegression,KMeansSMOTE2,precision score,0.020712875235272966
310,glass,LogisticRegression,KMeansSMOTE2,recall score,0.02719193707482145
311,glass,LogisticRegression,KMeansSMOTE2,specificity score,0.016181747663241444
312,glass,LogisticRegression,RandomOverSampler,average precision score,0.013700131638330042
313,glass,LogisticRegression,RandomOverSampler,f1 score,0.01787333072654245
314,glass,LogisticRegression,RandomOverSampler,geometric mean score,0.023101805462730846
315,glass,LogisticRegression,RandomOverSampler,precision score,0.011142720826208628
316,glass,LogisticRegression,RandomOverSampler,recall score,0.017241030797825414
317,glass,LogisticRegression,RandomOverSampler,specificity score,0.012549951425759005
318,glass,LogisticRegression,SMOTE,average precision score,0.008696902242588662
319,glass,LogisticRegression,SMOTE,f1 score,0.015201727490310514
320,glass,LogisticRegression,SMOTE,geometric mean score,0.013277435555277784
321,glass,LogisticRegression,SMOTE,precision score,0.008370609655454995
322,glass,LogisticRegression,SMOTE,recall score,0.019534703811824462
323,glass,LogisticRegression,SMOTE,specificity score,0.008701303390866345
324,glass,LogisticRegression,SMOTE2,average precision score,0.008694650359583956
325,glass,LogisticRegression,SMOTE2,f1 score,0.025177048041764627
326,glass,LogisticRegression,SMOTE2,geometric mean score,0.01269987659661591
327,glass,LogisticRegression,SMOTE2,precision score,0.01193979064202687
328,glass,LogisticRegression,SMOTE2,recall score,0.023313029357498318
329,glass,LogisticRegression,SMOTE2,specificity score,0.010150829638411017
330,glass,RandomForestClassifier,KMeansSMOTE,average precision score,0.03329026718696098
331,glass,RandomForestClassifier,KMeansSMOTE,f1 score,0.04143903647122056
332,glass,RandomForestClassifier,KMeansSMOTE,geometric mean score,0.019912789970006055
333,glass,RandomForestClassifier,KMeansSMOTE,precision score,0.027319745069569048
334,glass,RandomForestClassifier,KMeansSMOTE,recall score,0.01849275782856271
335,glass,RandomForestClassifier,KMeansSMOTE,specificity score,0.022312129443756202
336,glass,RandomForestClassifier,KMeansSMOTE2,average precision score,0.05249890576245936
337,glass,RandomForestClassifier,KMeansSMOTE2,f1 score,0.04899493982230984
338,glass,RandomForestClassifier,KMeansSMOTE2,geometric mean score,0.03156986503931911
339,glass,RandomForestClassifier,KMeansSMOTE2,precision score,0.04331534479912655
340,glass,RandomForestClassifier,KMeansSMOTE2,recall score,0.04374581047352019
341,glass,RandomForestClassifier,KMeansSMOTE2,specificity score,0.03332888208170201
342,glass,RandomForestClassifier,RandomOverSampler,average precision score,0.05384791483137555
343,glass,RandomForestClassifier,RandomOverSampler,f1 score,0.047325473345128335
344,glass,RandomForestClassifier,RandomOverSampler,geometric mean score,0.031873915700108356
345,glass,RandomForestClassifier,RandomOverSampler,precision score,0.044186968487394805
